halte_ID,halte_Name,halte_City,halteLat,halteLon
P00096,JORR,Jakarta Selatan,-6.236104,106.75488
P00029,Cawang Ciliwung Arah Barat,Jakarta Timur,-6.243292,106.86359
B02840P,Pintu Air Menteng,Jakarta Pusat,-6.19598,106.83266
B05083P,Simpang Pondok Bambu Batas 2,Jakarta Timur,-6.241533,106.90058
B01510P,Jln. Poncol Jaya 2,Jakarta Selatan,-6.239441,106.81883
B05111P,Simpang Raya Bogor Suci,Jakarta Timur,-6.318777,106.86512
B03319P,SD 01 Taman Mpu Sendok,Jakarta Selatan,-6.231785,106.81025
B04315P,Sbr. Rusun Rorotan,Jakarta Utara,-6.151877,106.9552
B05860P,Villa Delima,Jakarta Selatan,-6.308803,106.78105
B02769P,Pertigaan Cedang 3,Jakarta Timur,-6.301885,106.91237
B03347P,SDN Cibubur 11,Jakarta Timur,-6.34213,106.87377
B00152P,BKKBN 1,Jakarta Timur,-6.252902,106.88084
B06658P,Kel. Penjaringan,Jakarta Utara,-6.125396,106.80071
B01289P,Jln. Komarudin Timur Lingkar Timur,Jakarta Timur,-6.196226,106.94401
B04358P,Sbr. SDN Palmerah 07,Jakarta Pusat,-6.205628,106.79661
P00082,Istiqlal,Jakarta Pusat,-6.172252,106.83093
B00356P,Flyover Jatinegara Atas,Jakarta Timur,-6.214553,106.87388
B01731P,Jatinegara RS Primier 1,Jakarta Timur,-6.221992,106.86818
B04914P,Simpang Kejaksaan H. Muchtar Raya,Jakarta Selatan,-6.225361,106.73783
B03370P,SDN Jagakarsa 01,Jakarta Selatan,-6.328189,106.82025
