halte_ID,halte_Name,halte_City,halteLat,halteLon
B01301P,Jln. Kramat Lubang Buaya,Jakarta Timur,-6.291363,106.90599
B00922P,Jln. Bekasi Timur VI,Jakarta Timur,-6.214956,106.87866
P00228,SMK 57,Jakarta Selatan,-6.290967,106.82365
P00197,Puri Beta 1,Luar Jakarta,-6.230596,106.72602
B05544P,Summitmas,Jakarta Selatan,-6.225826,106.80402
B06601P,Jln. Pegangsaan Dua 7,Jakarta Utara,-6.17285,106.91792
B03299P,Rusun Waduk Pluit,Jakarta Utara,-6.111456,106.80022
B01965P,Kementan,Jakarta Selatan,-6.294976,106.82448
P00030,Cawang Ciliwung Arah Timur,Jakarta Timur,-6.243012,106.86354
B02266P,Masjid Ar Rayyan Kementerian BUMN,Jakarta Pusat,-6.183117,106.82536
P00190,Ps. Palmerah,Jakarta Pusat,-6.207817,106.79695
B04077P,Sbr. Masjid Nurul Jannah Marunda,Jakarta Utara,-6.119226,106.95707
B01885P,Kec. Sawah Besar,Jakarta Pusat,-6.151629,106.8274
B02068P,Komplek Uin,Luar Jakarta,-6.308924,106.75601
B04665P,Sekolah Yapenda,Jakarta Utara,-6.125204,106.89089
B01199P,Jln. Kampung Utan Cilandak KKO,Jakarta Selatan,-6.30194,106.81439
