halte_ID,halte_Name,halte_City,halteLat,halteLon
P00044,CSW 1,Jakarta Selatan,-6.23994,106.79843
B02408P,Menara Astra,Jakarta Pusat,-6.207361,106.8219
B05452P,St. Kalideres,Jakarta Barat,-6.166146,106.70466
B00100P,Baladewa Residence,Jakarta Timur,-6.229648,106.91038
B05866P,Wahidin 1,Jakarta Pusat,-6.169862,106.83936
B05158P,Simpang STIP,Jakarta Utara,-6.10795,106.95998
B00834P,Jln. Acin Gaton,Jakarta Timur,-6.329381,106.8825
B02192P,Mall Metropolitan,Luar Jakarta,-6.247861,106.99215
B05217P,Simpang Waru Kramat Jaya,Jakarta Utara,-6.118678,106.91659
B04643P,Sekolah Pah Tsung,Jakarta Barat,-6.136693,106.73785
B04413P,Sbr. Slb Angkasa,Jakarta Timur,-6.255191,106.89134
B02290P,Masjid Baiturrohman Jati Pulo,Jakarta Barat,-6.180697,106.80715
B03260P,Ruko Taman Duta Mas,Jakarta Barat,-6.148626,106.78088
B02249P,Masjid Al Karomah Cipete,Jakarta Selatan,-6.273435,106.80064
B01232P,Jln. Kb. Kacang VIII,Jakarta Pusat,-6.187181,106.81827
B02828P,PGC Dalam,Jakarta Timur,-6.261841,106.8657
B01497P,Jln. Pinang Raya,Jakarta Selatan,-6.308942,106.79372
B04299P,Sbr. RSIA Asta Nugraha,Jakarta Timur,-6.221838,106.91491
B00659P,GOR Ciracas,Jakarta Timur,-6.325147,106.86413
B04900P,Simpang Kampung Kandang 2,Jakarta Selatan,-6.310755,106.81318
B00841P,Jln. Al Baidho 1,Jakarta Timur,-6.293763,106.9046
B06045P,Galeri Niaga Mediterania 2,Jakarta Utara,-6.116486,106.77142
B00698P,Green Permata,Jakarta Selatan,-6.229061,106.76065
