halte_ID,halte_Name,halte_City,halteLat,halteLon
B04287P,Sbr. RS Mediros,Jakarta Utara,-6.179204,106.90379
P00103,Karet Kuningan,Jakarta Selatan,-6.21667,106.830737
B04061P,Sbr. Masjid Jami Asy Syakirin,Jakarta Selatan,-6.351065,106.80161
B03550P,Sbr. Gg. Nusa Indah Ciracas,Jakarta Timur,-6.326059,106.86869
B01930P,Kel. Marunda,Jakarta Utara,-6.124938,106.95818
B06739P,SMP Tarakanita 5,Jakarta Selatan,-6.246421,106.794721
B03874P,Sbr. Jln. Utama III Cengkareng,Jakarta Barat,-6.149992,106.72471
B05546P,Sumur Bor 3,Jakarta Barat,-6.152746,106.71878
B06031P,SMU Balai Rakyat,Jakarta Selatan,-6.285105,106.83694
P00216,Semanggi,Jakarta Selatan,-6.22111,106.81354
B03973P,Sbr. Komplek Kijang Kencana,Jakarta Barat,-6.194478,106.78965
B03172P,RS Pusdikkes,Jakarta Timur,-6.277538,106.86917
B00487P,Gg. Iman Utara Cibubur,Jakarta Timur,-6.358625,106.88184
B00336P,Embun Pagi Islamic School,Jakarta Timur,-6.247711,106.91892
B00494P,Gg. Kelor,Jakarta Timur,-6.211791,106.86043
B06584P,Jln. Mengkudu Dalam,Jakarta Utara,-6.11807,106.90654
B02530P,Naga Raya Duren Sawit,Jakarta Timur,-6.224769,106.91146
B01806P,Kampung Padaengan 1,Jakarta Timur,-6.189361,106.93472
B00543P,Gg. Rorotan 8,Jakarta Timur,-6.16276,106.9618
B06751P,Ciputra,Jakarta Barat,-6.173485,106.728486
B00418P,Gg. Baru,Jakarta Timur,-6.302938,106.91195
B04936P,Simpang Kepu Arteri Kelapa Gading,Jakarta Utara,-6.177303,106.91253
B00723P,H Soleh I Sukabumi Selatan,Jakarta Barat,-6.219658,106.77847
