halte_ID,halte_Name,halte_City,halteLat,halteLon
B02831P,Phe Tower Kebagusan,Jakarta Selatan,-6.299876,106.83323
B00045P,Andara Margasatwa 4,Jakarta Selatan,-6.312578,106.80356
P00139,Olimo,Jakarta Barat,-6.1493,106.81669
P00097,Juanda,Jakarta Pusat,-6.168048,106.83089
B00705P,Grha Muncul Mekar,Jakarta Barat,-6.209652,106.77093
B05740P,Theresia,Jakarta Pusat,-6.191324,106.82931
B04957P,Simpang Kramat Jaya Baru 2,Jakarta Pusat,-6.18412,106.85258
P00023,Bulak Kapal 2,Luar Jakarta,-6.251121,107.02366
P00032,Cawang Soetoyo,Jakarta Timur,-6.244771,106.87598
B02455P,Minagapura,Jakarta Barat,-6.214979,106.7345
B05676P,Tangerang City 2,Luar Jakarta,-6.19454,106.63475
B00517P,Gg. Molen,Jakarta Timur,-6.30713,106.87629
B03290P,Rusun Pulo Gebang,Jakarta Timur,-6.201478,106.94975
B05425P,St. Blok A Dharmawangsa,Jakarta Selatan,-6.254652,106.79733
B05595P,Taman Intirub 1,Jakarta Timur,-6.265957,106.87819
B01216P,Jln. Karya Utama,Jakarta Barat,-6.217168,106.76249
