halte_ID,halte_Name,halte_City,halteLat,halteLon
B01602P,Jln. Sumanggung 3,Jakarta Utara,-6.171242,106.90278
B05933P,Yon Arhanud - 10 Pesanggrahan,Jakarta Selatan,-6.258076,106.75626
B03775P,Sbr. Jln. Mandor Munding,Jakarta Timur,-6.306836,106.91572
B06573P,SPBU Jln. DI Panjaitan,Jakarta Timur,-6.233702,106.8766
B06552P,Jln. Pisangan Baru Utara 1,Jakarta Timur,-6.208584,106.86702
B04543P,Sbr. Tebet Barat Dalam VIII,Jakarta Selatan,-6.240847,106.84754
B02361P,Masjid Luar Batang,Jakarta Utara,-6.126266,106.8044
B05821P,UMJ 2,Luar Jakarta,-6.295705,106.76554
B04013P,Sbr. Man 15 Jakarta,Jakarta Timur,-6.342372,106.88639
B05457P,St. Klender 1,Jakarta Timur,-6.213598,106.89787
B00933P,Jln. Berlian II Pondok Labu,Jakarta Selatan,-6.298412,106.79927
B01803P,Kampung Jembatan Ngurah Rai,Jakarta Timur,-6.216438,106.92909
B01378P,Jln. Mawar Kav DKI,Jakarta Barat,-6.208619,106.73068
B03148P,RS Jantung Binawaluya,Jakarta Timur,-6.30841,106.87071
B01686P,Jln. Tomang Tinggi Gg. 1,Jakarta Barat,-6.170426,106.79911
B02845P,Pintu II TMII,Jakarta Timur,-6.297125,106.89246
