halte_ID,halte_Name,halte_City,halteLat,halteLon
P00202,Rawa Selatan,Jakarta Pusat,-6.173925,106.85809
B00589P,GBK Pintu 7,Jakarta Pusat,-6.222095,106.80861
B00101P,Balai Kartini,Jakarta Selatan,-6.234791,106.82457
B02636P,Ps. Kopro 2,Jakarta Barat,-6.177343,106.78369
B02977P,Pospol PIK Penggilingan,Jakarta Timur,-6.203442,106.93258
B05687P,Tegal Parang 1,Jakarta Selatan,-6.239791,106.83149
B06148P,Pangarengan,Jakarta Timur,-6.200434,106.92249
B06672P,Sbr. Rusun Harum Tebet,Jakarta Selatan,-6.235159,106.85202
B05632P,Taman Palem Lestari,Jakarta Barat,-6.139986,106.72956
B01738P,Jembatan BKT Pendidikan Raya 1,Jakarta Timur,-6.229216,106.91736
B03152P,RS Mediros,Jakarta Timur,-6.179626,106.90387
B04795P,Simpang Deplu Veteran Raya,Jakarta Selatan,-6.271822,106.76451
B02369P,Masjid Nurul Iman Kubur Batu,Jakarta Barat,-6.197613,106.74443
B04167P,Sbr. Ps. Pengampuan,Jakarta Barat,-6.199282,106.76093
