halte_ID,halte_Name,halte_City,halteLat,halteLon
B03360P,SDN Dukuh 01,Jakarta Timur,-6.287794,106.87406
B05210P,Simpang Tunda Bara TB Simatupang,Jakarta Selatan,-6.292612,106.7987
B04217P,Sbr. Polsek Jagakarsa,Jakarta Selatan,-6.350808,106.80775
B04720P,Simpang Belly 1,Jakarta Timur,-6.332931,106.86756
B06064P,Jln. Dadap,Jakarta Utara,-6.129073,106.85503
P00063,Gambir 2,Jakarta Pusat,-6.178929,106.83106
P00034,CBD Ciledug,Luar Jakarta,-6.223629,106.70904
B03849P,Sbr. Jln. SMAN 99,Jakarta Timur,-6.351941,106.87255
B02903P,Polsek Ciputat 1,Luar Jakarta,-6.310368,106.75502
B04672P,Semar,Jakarta Selatan,-6.310566,106.80451
B05898P,Wisma Subud,Jakarta Selatan,-6.28496,106.79596
B02322P,Masjid Jami Al Muhsinin,Luar Jakarta,-6.182612,106.99023
B04674P,Senayan City,Jakarta Pusat,-6.227767,106.798089
B03664P,Sbr. Jln. Bungur IV Rambutan,Jakarta Timur,-6.314526,106.88457
B04992P,Simpang Mangga Besar XI,Jakarta Barat,-6.148616,106.82554
B06260P,Gg. Damai,Jakarta Timur,-6.196948,106.9559
B00282P,CPI Belakang 1,Jakarta Timur,-6.237437,106.89436
