halte_ID,halte_Name,halte_City,halteLat,halteLon
B02994P,PTUN Jakarta,Jakarta Pusat,-6.196388,106.84025
P00106,Kebayoran Lama,Jakarta Selatan,-6.23834,106.77752
B04386P,Sbr. Sekolah Islam Al Azhar Jagakarsa,Jakarta Selatan,-6.330035,106.82621
B06616P,Sbr. SPBU Tugu Selatan,Jakarta Utara,-6.13436,106.91575
B01293P,Jln. Kota Bambu Raya,Jakarta Barat,-6.186802,106.80783
B06577P,Blok M Jalur 2,Jakarta Selatan,-6.243369,106.80188
B00700P,Green Terrace,Jakarta Timur,-6.303484,106.88539
B02940P,Pool Express Tanah Kusir,Jakarta Selatan,-6.255345,106.76911
B03923P,Sbr. Kel. Lebak Bulus,Jakarta Selatan,-6.303113,106.7847
B06643P,Perempatan Gandul,Luar Jakarta,-6.33963,106.79332
B00179P,BPJS Ketenagakerjaan Marunda,Jakarta Utara,-6.104983,106.93254
B05233P,Situ Gintung 2,Luar Jakarta,-6.301629,106.76139
B02373P,Masjid Pondok Indah 1,Jakarta Selatan,-6.261581,106.78234
P00236,Summarecon Bekasi,Luar Jakarta,-6.225566,107.00281
B04279P,Sbr. RS Dr Suyoto,Jakarta Selatan,-6.267609,106.7659
B05361P,SMPN 188,Jakarta Timur,-6.307289,106.87793
B00044P,Andara Margasatwa 3,Jakarta Selatan,-6.312832,106.80338
B04878P,Simpang Jln. Tarian Raya Barat,Jakarta Utara,-6.170599,106.9099
B00276P,Cirendeu Permai,Jakarta Selatan,-6.289561,106.76894
B05162P,Simpang Sungai Landak Raya Cilincing,Jakarta Utara,-6.101625,106.93817
B04391P,Sbr. Sekolah Lamuel,Jakarta Pusat,-6.198765,106.80317
B03342P,SDN Cengkareng Barat 05,Jakarta Barat,-6.149878,106.72239
