halte_ID,halte_Name,halte_City,halteLat,halteLon
P00064,Garuda Taman Mini,Jakarta Timur,-6.290154,106.88116
B05408P,SPBU Jln. Guru,Jakarta Selatan,-6.318164,106.83745
B00485P,Gg. H. Yusuf Jati Pdang,Jakarta Selatan,-6.292902,106.8287
B01564P,Jln. Satria,Jakarta Timur,-6.190189,106.96755
B05409P,SPBU Limo Cinere,Luar Jakarta,-6.343345,106.77832
B00578P,Gg. Waru,Jakarta Timur,-6.305813,106.91201
B05443P,St. Gg. Sentiong,Jakarta Pusat,-6.185997,106.85083
B01585P,Jln. Sindang Terusan,Jakarta Utara,-6.111462,106.89934
B02238P,Masjid Al Fida Komodor Halim,Jakarta Timur,-6.262732,106.88514
B05028P,Simpang Pakin 3,Jakarta Utara,-6.129076,106.80514
B01909P,Kel. Cililitan,Jakarta Timur,-6.259599,106.86875
B02154P,Lotte Mall Kuningan 1,Jakarta Selatan,-6.22332,106.8229
B05777P,TPA As Sholihin,Jakarta Utara,-6.179921,106.90687
B02033P,Komplek DPR Bumi Sanggraha,Jakarta Timur,-6.206268,106.94826
B01802P,Kampung Irian Gg. IV,Jakarta Pusat,-6.155068,106.86172
B00439P,Gg. Elang II Kebantenan,Jakarta Utara,-6.111453,106.92886
B05020P,Simpang Nusa Indah VI,Jakarta Timur,-6.21821,106.93627
B03204P,RSU Pekerja Sukapura,Jakarta Utara,-6.145072,106.92271
