halte_ID,halte_Name,halte_City,halteLat,halteLon
B05673P,Tanah Merdeka 1,Jakarta Timur,-6.30813,106.8745
P00227,Slipi Petamburan Arah Utara,Jakarta Pusat,-6.20203,106.79989
B02416P,Menara Mulia,Jakarta Selatan,-6.225452,106.81678
B04108P,Sbr. MTsN 7 Model Jakarta,Jakarta Timur,-6.321445,106.88334
B00719P,Gunawarman 2,Jakarta Selatan,-6.234276,106.80756
B02796P,Perum Taman Cipinang,Jakarta Timur,-6.215186,106.88683
B02191P,Mall Kelapa Gading,Jakarta Utara,-6.156338,106.90815
B05259P,SMAN 109,Jakarta Selatan,-6.344687,106.83351
B03245P,Ruko Mall Mangga Dua,Jakarta Pusat,-6.136684,106.82372
B04892P,Simpang Kalimalang Pahlawan Revolusi,Jakarta Timur,-6.245736,106.90569
B03126P,RS Budi Jaya,Jakarta Selatan,-6.218825,106.84519
B03512P,Sbr. Gg. Borobudur Ragunan,Jakarta Selatan,-6.3068,106.81684
B02351P,Masjid Jami Nurul Ain 1,Jakarta Timur,-6.227717,106.91976
B04055P,Sbr. Masjid Jami Al Hidayah Tomang,Jakarta Barat,-6.171452,106.79612
B01361P,Jln. Manunggal II Petukangan,Jakarta Selatan,-6.245931,106.7519
B02659P,Ps. Pejagalan,Jakarta Barat,-6.137452,106.80728
B03321P,SD Angkasa 7,Jakarta Timur,-6.25083,106.88358
B00103P,Balai Nikah Kembangan Utara,Jakarta Barat,-6.181467,106.73448
B01988P,Klinik Fakhira Manggarai Selatan,Jakarta Selatan,-6.220833,106.84955
B05484P,St. MRT Blok A,Jakarta Selatan,-6.257009,106.796912
B06830P,SPBU Jagakarsa,Jakarta Selatan,-6.329435,106.825314
B05333P,SMP Muhammadiyah 2,Jakarta Pusat,-6.162466,106.84286
B04621P,Sekolah Bumi Husada Ciracas,Jakarta Timur,-6.323141,106.8839
