halte_ID,halte_Name,halte_City,halteLat,halteLon
B02032P,Komplek Dolog Jaya,Jakarta Timur,-6.24794,106.91572
B02167P,Mabes Au Dinas Psikologi,Jakarta Timur,-6.251267,106.88826
B05695P,Telkom Tebet,Jakarta Selatan,-6.224064,106.8516
B05708P,Term. Kampung Rambutan,Jakarta Timur,-6.308964,106.88165
B04804P,Simpang Gading Mas Biru Laut,Jakarta Utara,-6.166526,106.90893
B01412P,Jln. Mutiara Benhil,Jakarta Pusat,-6.209709,106.81236
B00153P,BKKBN 2,Jakarta Timur,-6.253103,106.88108
B06827P,Jln. Pepaya Raya,Jakarta Selatan,-6.321994,106.818789
P00126,Latumeten Stasiun Grogol Arah Utara,Jakarta Barat,-6.16106,106.7904
B05990P,Puskesmas Ancol,Jakarta Utara,-6.12458,106.81744
B02317P,Masjid Jami Al Makmur 1,Jakarta Pusat,-6.189195,106.81549
P00286,Plumpang Pertamina Arah Selatan,Jakarta Utara,-6.128467,106.89381
B04559P,Sbr. TK Tarakanita 5,Jakarta Timur,-6.202364,106.88301
B06557P,Kampus Frans Seda,Jakarta Timur,-6.204283,106.87857
B05598P,Taman Jln. Bhakti 1,Jakarta Utara,-6.105653,106.94035
B03261P,Ruko Taman Kb. Jeruk,Jakarta Barat,-6.197388,106.74818
B04470P,Sbr. SMPN 165,Jakarta Timur,-6.22411,106.90295
B05999P,Jln. Budi Mulia Utara,Jakarta Utara,-6.1292,106.83856
B01812P,Kampus Uin 2,Luar Jakarta,-6.307533,106.75621
B02312P,Masjid Jami Al Ihsan Kemayoran,Jakarta Pusat,-6.163404,106.85285
B04612P,Sekolah Al Wahyu Cibubur,Jakarta Timur,-6.365855,106.88733
