halte_ID,halte_Name,halte_City,halteLat,halteLon
B03226P,Rukan Teuku Umar,Luar Jakarta,-6.195499,106.62391
B05235P,Slamet Riyadi 1,Jakarta Timur,-6.208434,106.85904
B02891P,Plumpang Pertamina 1,Jakarta Utara,-6.127927,106.89336
B04458P,Sbr. SMP Dan SMK Bakti 17,Jakarta Selatan,-6.348139,106.80957
B04489P,Sbr. SMPN 252,Jakarta Timur,-6.239289,106.94229
B00244P,Chase Plaza,Jakarta Selatan,-6.210571,106.82129
B06262P,Gg. Kumis,Jakarta Timur,-6.201403,106.95585
B04766P,Simpang Cilandak Tengah Raya 1,Jakarta Selatan,-6.291253,106.80188
B03195P,RSIA Duren Tiga 1,Jakarta Selatan,-6.253592,106.8413
B00491P,Gg. Kancil I Lenteng Agung,Jakarta Selatan,-6.316507,106.83774
B00707P,Grii Kelapa Gading,Jakarta Utara,-6.145063,106.90953
B06132P,Jln. Kramat Sentiong 1,Jakarta Pusat,-6.185732,106.852234
B04030P,Sbr. Masjid Al Mukarromah Lagoa,Jakarta Utara,-6.112884,106.91091
B03817P,Sbr. Jln. Pinang IIIb,Jakarta Selatan,-6.308184,106.79797
B02223P,Marlindo Marunda,Jakarta Utara,-6.121746,106.95715
