halte_ID,halte_Name,halte_City,halteLat,halteLon
B00368P,Flyover Radin Inten 1,Jakarta Timur,-6.216112,106.92439
B04517P,Sbr. Sunter Icon,Jakarta Utara,-6.134808,106.85595
B02398P,Mega Syariah,Jakarta Selatan,-6.228294,106.83335
B02812P,Perumahan Perwira Mabad,Jakarta Barat,-6.20261,106.78274
B00897P,Jln. Banjarsari II,Jakarta Selatan,-6.291119,106.79511
B06294P,Gg. Marlina,Jakarta Utara,-6.117402,106.80334
B06624P,Jln. Pinang 2,Jakarta Utara,-6.11447,106.90313
B01640P,Jln. Taman Kemang,Jakarta Selatan,-6.255317,106.8095
B04606P,Sbr. Jln. Otista III Komplek III,Jakarta Timur,-6.231873,106.87504
B04086P,Sbr. Mesindo Tekninesia,Jakarta Utara,-6.153361,106.95544
B02801P,Perum Tpi 2,Jakarta Timur,-6.19745,106.93516
B02880P,PLN Pusat,Jakarta Selatan,-6.240011,106.80376
B01629P,Jln. Swasembada Barat V,Jakarta Utara,-6.124938,106.88497
B02667P,Ps. Pondok Gede,Luar Jakarta,-6.285665,106.91158
B01811P,Kampus Uin 1,Luar Jakarta,-6.307572,106.75603
B02688P,Ps. Sumur Batu 2,Jakarta Pusat,-6.164781,106.86461
