halte_ID,halte_Name,halte_City,halteLat,halteLon
P00224,Slamet Riyadi,Jakarta Timur,-6.208533,106.85929
B06808P,Gg. Bambu Sukapura,Jakarta Utara,-6.1369,106.9217
B00145P,Bintaro Gg. Masjid,Jakarta Selatan,-6.27026,106.75217
B05966P,Jembatan Muara Bahari,Jakarta Utara,-6.1274,106.84813
B04581P,Sbr. Versailles,Luar Jakarta,-6.308522,106.67339
B02700P,PD Pal Jaya,Jakarta Selatan,-6.204776,106.83034
B05819P,UKRIDA,Jakarta Barat,-6.172372,106.7887
B02887P,Pluit Karang Indah,Jakarta Utara,-6.117576,106.78311
B05049P,Simpang Ps. Rawamangun,Jakarta Timur,-6.198321,106.89001
B01379P,Jln. Melati,Jakarta Timur,-6.272865,106.8769
B03474P,Sbr. Cilandak KKO,Jakarta Selatan,-6.294056,106.81604
B03922P,Sbr. Kel. Kayu Putih,Jakarta Timur,-6.185784,106.88856
B06038P,PMI DKI Jakarta,Jakarta Pusat,-6.181486,106.838009
B02005P,Koja Trade Mall,Jakarta Utara,-6.122508,106.91677
B04460P,Sbr. SMP Nurul Falah,Jakarta Utara,-6.110663,106.92596
B03852P,Sbr. Jln. SMPN 160,Jakarta Timur,-6.311787,106.88941
B02180P,Malaka 1 Gg. Veteran,Jakarta Utara,-6.147191,106.95636
B06865P,Jln. Cupang,Jakarta Selatan,-6.338209,106.817918
B03216P,RSUD Pasar Rebo 2,Jakarta Timur,-6.304616,106.86245
