halte_ID,halte_Name,halte_City,halteLat,halteLon
B05351P,SMPN 143,Jakarta Utara,-6.108442,106.93549
B02613P,Ps. Hek 2,Jakarta Timur,-6.286261,106.87094
B03099P,Roda Mas Baja Intan,Jakarta Pusat,-6.141794,106.82785
P00065,Gatot Subroto Jamsostek Arah Barat,Jakarta Selatan,-6.233551,106.82208
B03149P,RS Mata Menteng,Jakarta Pusat,-6.198384,106.83704
B05655P,Taman Sunter,Jakarta Utara,-6.150072,106.85779
B03645P,Sbr. Jln. Bak Air 1,Jakarta Utara,-6.115009,106.87222
B01650P,Jln. Tanah Abang II,Jakarta Pusat,-6.175527,106.82046
B02438P,MI Al Ihsan Batu Ampar,Jakarta Timur,-6.272358,106.86511
B04910P,Simpang Kebantenan VIII,Jakarta Utara,-6.109712,106.9303
B06699P,SDN Pademangan Timur 05 07,Jakarta Utara,-6.133036,106.84412
B05254P,SMAN 10,Jakarta Pusat,-6.146713,106.82652
B01779P,Jiep 2,Jakarta Timur,-6.192554,106.90569
B05772P,Tongtek,Jakarta Selatan,-6.21662,106.8628
B03564P,Sbr. Gg. Saorma Kalisari,Jakarta Timur,-6.338269,106.85886
B04134P,Sbr. Ps. Bulak,Jakarta Timur,-6.214906,106.90402
B00352P,Flyover HBR Motik 2,Jakarta Pusat,-6.152807,106.8506
