halte_ID,halte_Name,halte_City,halteLat,halteLon
B05291P,SMK Darussalam,Luar Jakarta,-6.319946,106.74598
B05773P,Tosari 1,Jakarta Pusat,-6.199166,106.82334
B04020P,Sbr. Masjid Al Falah Pinang,Jakarta Selatan,-6.274229,106.77506
B00194P,BTC 2,Luar Jakarta,-6.258258,107.0206
P00249,Tebet Eco Park II Arah Barat,Jakarta Selatan,-6.243338,106.85212
B01520P,Jln. Pule Ciracas,Jakarta Timur,-6.314331,106.8759
B06163P,Pure Dalam,Jakarta Utara,-6.108391,106.92016
B03563P,Sbr. Gg. Saminten,Luar Jakarta,-6.379273,106.84919
B05984P,Gudang Minimarket 1,Jakarta Utara,-6.12606,106.81423
B02376P,Masjid Raya Al Musyawarah Kelapa Gading,Jakarta Utara,-6.154777,106.9091
B02676P,Ps. Rawasari,Jakarta Pusat,-6.185624,106.87178
B00298P,Dapsus 4,Jakarta Selatan,-6.301649,106.79472
B02402P,Megatama,Jakarta Timur,-6.2473,106.91049
B04407P,Sbr. Sentral Bisnis Harapan Indah,Luar Jakarta,-6.191491,106.97667
B00573P,Gg. Trijaya IV Tebet Timur,Jakarta Selatan,-6.232163,106.8528
B01624P,Jln. Swakarsa III Pondok Kelapa,Jakarta Timur,-6.244759,106.94249
B03064P,Puskesmas Rawamangun,Jakarta Timur,-6.197034,106.88839
B03678P,Sbr. Jln. Cipinang Jaya,Jakarta Timur,-6.214238,106.88701
B00348P,Fatmawati 2,Jakarta Selatan,-6.291994,106.79606
B01750P,Jembatan Kayu Putih Selatan,Jakarta Timur,-6.188486,106.89125
B02188P,Mall Cijantung,Jakarta Timur,-6.312041,106.86245
B00652P,Gojek Kemang Timur,Jakarta Selatan,-6.272963,106.82142
B01030P,Jln. Danau Indah Timur,Jakarta Utara,-6.150051,106.88153
