halte_ID,halte_Name,halte_City,halteLat,halteLon
P00102,Kampung Sumur,Jakarta Timur,-6.214412,106.91189
B03312P,Sari Pan Pacific,Jakarta Pusat,-6.185037,106.82325
B05556P,Sunter Muara,Jakarta Utara,-6.144072,106.85763
B06188P,SMK Nurul Huda,Jakarta Timur,-6.17684,106.93592
P00221,Seskoal,Jakarta Selatan,-6.238064,106.77121
B00480P,Gg. H. Seman Susukan,Jakarta Timur,-6.327213,106.86898
B03831P,Sbr. Jln. Sambu Halim,Jakarta Timur,-6.24695,106.89046
B01483P,Jln. Petak Baru,Jakarta Barat,-6.139494,106.8079
B02873P,Plaza Sentral,Jakarta Selatan,-6.216247,106.81676
B04243P,Sbr. Puri Ardhya Garini,Jakarta Timur,-6.256831,106.88392
B03834P,Sbr. Jln. Sawah Mede I,Jakarta Barat,-6.098023,106.70824
B03540P,Sbr. Gg. Kancil Marunda,Jakarta Utara,-6.106605,106.964807
B00568P,Gg. Tamansari Ragunan,Jakarta Selatan,-6.305488,106.81614
B05752P,TK Dinamika,Jakarta Timur,-6.295133,106.90388
B02236P,Masjid Al Birru Warrohmah,Jakarta Selatan,-6.336957,106.83006
B02095P,KPU,Jakarta Pusat,-6.199411,106.82749
B03190P,RSIA Brawijaya Jln. H. Jian,Jakarta Selatan,-6.257484,106.80717
B01349P,Jln. Mangga,Jakarta Selatan,-6.27047,106.79737
B00910P,Jln. Batu Tulis II,Jakarta Timur,-6.280482,106.86271
B00074P,Asrama Marinir Marunda 2,Jakarta Utara,-6.114579,106.95023
