halte_ID,halte_Name,halte_City,halteLat,halteLon
P00087,Jelambar,Jakarta Barat,-6.166548,106.78651
B05823P,United Tractors 1,Jakarta Timur,-6.18326,106.93243
B03282P,Rusun Marunda,Jakarta Utara,-6.097099,106.96231
B06062P,RS Eka,Luar Jakarta,-6.299124,106.67016
B02576P,Panti Sosial Bina Laras,Jakarta Timur,-6.31946,106.89013
B06434P,Jln. Pisangan Baru Tengah 1,Jakarta Timur,-6.21118,106.872812
B06422P,Taman Rawasari,Jakarta Pusat,-6.193136,106.858823
B02035P,Komplek DPR III Meruya Selatan,Jakarta Barat,-6.214981,106.73294
B02075P,Komplek Zeni Raya Bogor,Jakarta Timur,-6.340042,106.86903
B00966P,Jln. Bungur IV Rambutan,Jakarta Timur,-6.314442,106.88464
B05394P,SMPN 85,Jakarta Selatan,-6.31244,106.79533
B05543P,Sulaiman,Jakarta Selatan,-6.236379,106.74545
B01896P,Kejaksaan Negeri Jakbar,Jakarta Barat,-6.184648,106.73731
B04033P,Sbr. Masjid Al Waqof,Jakarta Utara,-6.11059,106.91725
B01174P,Jln. Jelambar Utama Sakti VIII,Jakarta Barat,-6.153789,106.77908
B00525P,Gg. Oxport Kebantenan VII,Jakarta Utara,-6.110279,106.92941
B03818P,Sbr. Jln. Pinang IV Pondok Labu,Jakarta Selatan,-6.307453,106.80072
