halte_ID,halte_Name,halte_City,halteLat,halteLon
B02079P,Koramil Jln. Brigjen Katamso,Jakarta Barat,-6.189138,106.80508
B02947P,Pool Taksi,Jakarta Timur,-6.188631,106.93426
B05666P,Tanah Abang 2,Jakarta Pusat,-6.181926,106.81409
B03457P,Sbr. BBPK Jakarta,Jakarta Selatan,-6.301958,106.79794
P00268,Velbak,Jakarta Selatan,-6.239433,106.78552
B00147P,Bintaro Park VIew,Jakarta Selatan,-6.257977,106.75969
B01325P,Jln. Lorong 22,Jakarta Utara,-6.108141,106.89932
B04902P,Simpang Kapuk Cengkareng,Jakarta Barat,-6.1343,106.73051
B03554P,Sbr. Gg. Puas Cibubur,Jakarta Timur,-6.347245,106.87416
B03797P,Sbr. Jln. Muhidin KDW,Jakarta Timur,-6.335121,106.87961
B05640P,Taman PIK Penggilingan,Jakarta Timur,-6.2042,106.93176
B04480P,Sbr. SMPN 209,Jakarta Timur,-6.288607,106.86376
B01180P,Jln. Jeruk Manis,Jakarta Barat,-6.197439,106.76534
B00767P,Hero Basuki Rahmat,Jakarta Timur,-6.22764,106.88296
B03570P,Sbr. Gg. Trijaya IV Timur,Jakarta Selatan,-6.232282,106.85287
B02649P,Ps. Mitra,Jakarta Barat,-6.145437,106.80695
B01654P,Jln. Tanah Sereal X,Jakarta Barat,-6.155909,106.80818
B02879P,PLN Kramat Jati,Jakarta Timur,-6.283549,106.87163
B05477P,St. LRT Velodrome 1,Jakarta Timur,-6.191381,106.89127
B03777P,Sbr. Jln. Mangga Kalisari,Jakarta Timur,-6.33214,106.85278
B05956P,Depo Kontainer Tj. Priok 2,Jakarta Utara,-6.11153,106.87694
B00286P,Cyberpark Karawaci,Luar Jakarta,-6.222465,106.61844
B05336P,SMP PGRI 9,Jakarta Timur,-6.332922,106.89179
