halte_ID,halte_Name,halte_City,halteLat,halteLon
B01963P,Kemenkes 2,Jakarta Selatan,-6.2287,106.83302
B05405P,SPBU Gedong Panjang,Jakarta Utara,-6.130757,106.80557
B00879P,Jln. B Basmol Raya,Jakarta Barat,-6.161701,106.75176
B02280P,Masjid At Taqwa Karang Tengah,Jakarta Utara,-6.151522,106.97204
B00168P,Boulevard Inspeksi Kali Sunter,Jakarta Utara,-6.151094,106.88901
B02230P,Masjid Al Barakah Assyafiiyah,Jakarta Selatan,-6.220472,106.8508
B00968P,Jln. Busika Raya Ciracas,Jakarta Timur,-6.330017,106.87304
P00105,Kayu Putih Rawasari,Jakarta Timur,-6.187453,106.87542
P00267,Utan Kayu Rawamangun,Jakarta Timur,-6.197515,106.87404
B02931P,Ponpes Alhikmah Rorotan,Jakarta Utara,-6.131569,106.95537
B05519P,Stella Maris 2,Jakarta Utara,-6.112308,106.79234
B04633P,Sekolah Islam PB Soedirman,Jakarta Timur,-6.314293,106.86298
B03208P,RSUD Cilincing,Jakarta Utara,-6.112966,106.92607
B01502P,Jln. Pisangan Lama I,Jakarta Timur,-6.214711,106.875
B01904P,Kel. Benhil,Jakarta Pusat,-6.201552,106.80809
B00295P,Dapsus 1,Jakarta Selatan,-6.301135,106.79484
B02190P,Mall Cipinang Indah 2,Jakarta Timur,-6.240012,106.89432
B00617P,Gerbang Tol Joglo 1,Jakarta Barat,-6.218914,106.74426
B02372P,Masjid Nururrohman Pondok Kopi,Jakarta Timur,-6.218564,106.94447
B05204P,Simpang Tomang Asli Buni,Jakarta Barat,-6.1779,106.80489
