halte_ID,halte_Name,halte_City,halteLat,halteLon
B00795P,Imperium,Jakarta Selatan,-6.210363,106.83059
B00048P,Aneka PIK Penggilingan,Jakarta Timur,-6.202636,106.92867
B00169P,Boulevard Janur Elok Raya 1,Jakarta Utara,-6.150581,106.90954
B02512P,Mushola Al Muhajirin Cibubur,Jakarta Timur,-6.360526,106.87535
B03237P,Ruko Gading Bukit Indah,Jakarta Utara,-6.149387,106.89917
B04762P,Simpang Cendrawasih Hybrida Terusan,Jakarta Utara,-6.14975,106.92309
B05981P,Sbr. Musala Al Ishlah,Jakarta Utara,-6.12769,106.81764
B03740P,Sbr. Jln. Kampung Baru,Jakarta Barat,-6.170013,106.74928
B00666P,GP Mall 2,Luar Jakarta,-6.259474,107.01987
B00622P,Gerbang Tol Pondok Gede,Luar Jakarta,-6.258346,106.91008
B02974P,Pospol Makasar,Jakarta Timur,-6.246997,106.90659
B03955P,Sbr. Kodam Bintaro,Jakarta Selatan,-6.259531,106.75878
B02462P,Minimarket Pondok Kelapa,Jakarta Timur,-6.228617,106.93539
B02394P,Mediterania Boulevard,Jakarta Utara,-6.116048,106.76505
B04007P,Sbr. Malaka 1 Gg. 2 Rorotan,Jakarta Utara,-6.138348,106.95458
