halte_ID,halte_Name,halte_City,halteLat,halteLon
P00001,Adam Malik,Jakarta Selatan,-6.236466,106.74786
B01001P,Jln. Cilandak V,Jakarta Selatan,-6.287313,106.79558
B00358P,Flyover Kampung Melayu,Jakarta Timur,-6.22506,106.86483
B00229P,Carrefour Lebak Bulus,Jakarta Selatan,-6.287529,106.7768
P00129,Mampang Prapatan,Jakarta Selatan,-6.242699,106.82572
B03252P,Ruko Permata Senayan 1,Jakarta Selatan,-6.219856,106.79176
B04191P,Sbr. Perum Mutiara Indah Rorotan,Jakarta Timur,-6.15611,106.96214
B00915P,Jln. Bawal Raya Paus,Jakarta Timur,-6.195784,106.8913
B02494P,Multivision Tower,Jakarta Selatan,-6.212282,106.83292
B00043P,Andara Margasatwa 2,Jakarta Selatan,-6.313577,106.80356
B01557P,Jln. Sambu Halim,Jakarta Timur,-6.247047,106.89053
B02810P,Perumahan Mawar Joglo,Jakarta Barat,-6.215254,106.72525
B04043P,Sbr. Masjid Assaadah Malaka Jaya,Jakarta Timur,-6.225898,106.93885
B03520P,Sbr. Gg. Damai Lingkar Timur 2,Jakarta Timur,-6.195348,106.94385
B05103P,Simpang Rawa Belong Sulaiman,Jakarta Barat,-6.20612,106.78276
B04690P,Tendean 1,Jakarta Selatan,-6.240326,106.8304
B01664P,Jln. Tari Klasik,Jakarta Utara,-6.169164,106.91063
B03483P,Sbr. Dinas Kesehatan DKI Jakarta,Jakarta Pusat,-6.171269,106.81508
B05726P,Term. Shuttle BSD,Luar Jakarta,-6.305588,106.67997
B00965P,Jln. Bungur II Rambutan,Jakarta Timur,-6.313168,106.8847
B04060P,Sbr. Masjid Jami Ar Roghibin,Jakarta Timur,-6.156697,106.95965
B03978P,Sbr. Komplek Pertambangan Kelapa Dua,Jakarta Barat,-6.216617,106.77072
B01716P,Jln. WW Sukabumi Selatan,Jakarta Barat,-6.213665,106.77686
