halte_ID,halte_Name,halte_City,halteLat,halteLon
B03697P,Sbr. Jln. Flamboyan Srengseng,Jakarta Barat,-6.201447,106.75576
B03356P,SDN Cipinang Besar Selatan,Jakarta Timur,-6.233133,106.88262
B02800P,Perum Tpi 1,Jakarta Timur,-6.197379,106.93513
B00648P,GKJ Tj. Priok,Jakarta Utara,-6.105058,106.93214
B05897P,Wisma SMR,Jakarta Utara,-6.150176,106.88771
B01167P,Jln. Jatinegara Timur II,Jakarta Timur,-6.218464,106.87018
B04570P,Sbr. TPU Rawabunga,Jakarta Timur,-6.224812,106.87049
B02306P,Masjid Jami Al Badariah Kemayoran,Jakarta Pusat,-6.153055,106.85922
B03223P,Rukan Balai Pustaka,Jakarta Timur,-6.198484,106.88611
B01341P,Jln. Makmur,Jakarta Timur,-6.30788,106.86715
B00592P,Gedong Panjang 2,Jakarta Barat,-6.132546,106.80606
B05671P,Tanah Koja,Jakarta Timur,-6.209364,106.90161
B05954P,Jln. Tiong,Jakarta Selatan,-6.219243,106.81991
B02594P,Ps. Cempaka Putih 1,Jakarta Pusat,-6.172533,106.86244
B04437P,Sbr. SMAN 95,Jakarta Barat,-6.126402,106.70406
B01844P,Kav Marinir Kalimalang,Jakarta Timur,-6.247975,106.92659
