halte_ID,halte_Name,halte_City,halteLat,halteLon
P00158,Pasar Pulo Gadung,Jakarta Timur,-6.187434,106.90591
P00258,Tipar Cakung,Jakarta Timur,-6.183387,106.92463
B06655P,Walikota Jakarta Timur 2,Jakarta Timur,-6.212722,106.94472
B05852P,Versailles,Luar Jakarta,-6.308405,106.67367
B02694P,Ps. Ular Plumpang,Jakarta Utara,-6.130359,106.89453
B00112P,Bank Indonesia 1,Jakarta Pusat,-6.181904,106.823097
B00130P,Bermis 1,Jakarta Utara,-6.178022,106.89853
B06765P,SKKT Pondok Bambu,Jakarta Timur,-6.223195,106.895498
P00189,Pramuka LIA,Jakarta Timur,-6.192238,106.86858
P00070,Gelanggang Remaja,Jakarta Timur,-6.235445,106.86795
B04306P,Sbr. Ruko Cempaka Mas,Jakarta Utara,-6.161876,106.87476
B00284P,Curug Kalimalang,Jakarta Timur,-6.24774,106.92454
B00081P,At Thahiriah 1,Jakarta Timur,-6.210032,106.93803
B02811P,Perumahan Meruya Indah,Jakarta Barat,-6.201783,106.7401
B06709P,Al-Wathoniyah,Jakarta Timur,-6.18371,106.923718
B05308P,SMKN 12,Jakarta Utara,-6.115571,106.88546
B04540P,Sbr. Tambun Utara,Jakarta Timur,-6.163269,106.96186
B01294P,Jln. Kota Bambu Selatan IV,Jakarta Barat,-6.189285,106.80164
B00961P,Jln. Bungur Akses Term. 2,Jakarta Timur,-6.311895,106.8849
B06603P,Jln. Pegangsaan Dua 9,Jakarta Utara,-6.1804,106.91847
B01162P,Jln. Inspeksi Kali Pesanggrahan Barat,Jakarta Barat,-6.208392,106.76467
B04335P,Sbr. SDN Dukuh 05,Jakarta Timur,-6.298697,106.87925
B03972P,Sbr. Komplek Kemhan Cidodol,Jakarta Selatan,-6.227906,106.77846
B01387P,Jln. Menteng,Jakarta Utara,-6.113156,106.91703
