halte_ID,halte_Name,halte_City,halteLat,halteLon
B02540P,One Park Residences,Jakarta Selatan,-6.245436,106.78844
B05216P,Simpang Waru Gedong,Jakarta Timur,-6.29329,106.85793
B02214P,Manggala Wanabakti,Jakarta Pusat,-6.204951,106.79963
B04694P,Simpang Adiaksa,Jakarta Selatan,-6.298247,106.77454
B00999P,Jln. Cideng Timur I,Jakarta Pusat,-6.169801,106.81103
B05992P,GOR Pademangan,Jakarta Utara,-6.13276,106.83738
B00782P,Hotel Olive 2,Luar Jakarta,-6.216591,106.61888
B02958P,Pos Jaga Utama 1,Jakarta Timur,-6.26076,106.88872
B02060P,Komplek Perum Ad Cibubur,Jakarta Timur,-6.365857,106.88841
B04174P,Sbr. Ps. Timbul,Jakarta Barat,-6.17296,106.7954
B01460P,Jln. Pasopati Dewa Kembar,Jakarta Utara,-6.108065,106.92548
B00432P,Gg. Cengkeh Lubang Buaya,Jakarta Timur,-6.292786,106.90519
B03306P,Sakura Garden City,Jakarta Timur,-6.322444,106.88866
B00415P,Gg. Barokah Lingkar Timur,Jakarta Timur,-6.19658,106.94405
B06548P,Simpang Manggarai Utara,Jakarta Selatan,-6.212697,106.85724
B02499P,Museum Bank Indonesia,Jakarta Barat,-6.137242,106.81332
B01315P,Jln. Lapangan Merah,Jakarta Barat,-6.218499,106.75514
