halte_ID,halte_Name,halte_City,halteLat,halteLon
B00115P,UPT. LLHD 2,Jakarta Selatan,-6.225501,106.83489
B02948P,Pool Taksi Tanah Kusir,Jakarta Selatan,-6.254506,106.77741
B02752P,Permata Hijau RS Medika 1,Jakarta Barat,-6.218855,106.77808
B02303P,Masjid Hifdzirrahim,Jakarta Selatan,-6.257359,106.75963
B00428P,Gg. Burung Dalam,Jakarta Barat,-6.137017,106.82132
P00273,Warung Jati,Jakarta Selatan,-6.262364,106.82977
B02307P,Masjid Jami Al Barkah 1,Jakarta Timur,-6.229411,106.91212
B00437P,Gg. Damai Lingkar Timur,Jakarta Timur,-6.194933,106.94389
B02145P,Litbang Depnaker Jaktim,Jakarta Timur,-6.31213,106.86264
B03949P,Sbr. Klinik Firdausy,Jakarta Selatan,-6.217191,106.85526
B01869P,Kec. Ciracas,Jakarta Timur,-6.319948,106.88311
B03381P,SDN Kelapa Dua 01,Jakarta Barat,-6.207288,106.76927
B01208P,Jln. Karet Pasar Baru Timur II,Jakarta Pusat,-6.203949,106.81636
B00053P,Antena II,Jakarta Selatan,-6.25033,106.79163
B01104P,Jln. H. Hamid Semanan,Jakarta Barat,-6.162457,106.70515
B00932P,Jln. Bendungan Melayu,Jakarta Utara,-6.129991,106.90354
B00381P,Gading Nirwana,Jakarta Utara,-6.148645,106.91295
B00218P,Bundaran Cipinang Kebembem,Jakarta Timur,-6.211974,106.88891
B01500P,Jln. Pintu Air II Pasar Baru,Jakarta Pusat,-6.164921,106.8302
B04856P,Simpang Jln. H. Baserin 1,Jakarta Selatan,-6.244272,106.76324
B02935P,Ponpes Musyarrofah,Jakarta Selatan,-6.22587,106.74483
B00117P,Batalyon Kavaleri 1,Luar Jakarta,-6.252806,106.65064
