halte_ID,halte_Name,halte_City,halteLat,halteLon
B04040P,Sbr. Masjid Ar Rohmah,Jakarta Utara,-6.118964,106.89568
B02615P,Ps. Inpres Cipinang Besar,Jakarta Timur,-6.22645,106.88078
B04886P,Simpang JORR,Jakarta Timur,-6.183114,106.93845
B00296P,Dapsus 2,Jakarta Selatan,-6.301728,106.79463
B03139P,RS Haji Jakarta,Jakarta Timur,-6.290313,106.88948
B00240P,Cempaka Timur 2,Jakarta Pusat,-6.166318,106.87617
B04341P,Sbr. SDN Jagakarsa 01,Jakarta Selatan,-6.328227,106.82021
B04275P,Sbr. RS Aulia,Jakarta Selatan,-6.334599,106.82757
B01393P,Jln. Mesjid Al Mabruk,Jakarta Timur,-6.28435,106.85293
B00780P,Hotel Mulia,Jakarta Pusat,-6.213782,106.79602
B04714P,Simpang Bantar Jati Hwarang,Jakarta Timur,-6.311956,106.91849
