halte_ID,halte_Name,halte_City,halteLat,halteLon
B00563P,Gg. Suka Damai,Jakarta Timur,-6.295718,106.89906
B06443P,Jln. Pramuka 1,Jakarta Timur,-6.195283,106.860021
P00261,Tosari,Jakarta Pusat,-6.196892,106.82309
P00198,Puri Beta 2,Luar Jakarta,-6.230532,106.72371
B01855P,KBN Marunda 2,Jakarta Utara,-6.110318,106.94452
B04265P,Sbr. Raffles Christian School,Jakarta Selatan,-6.279423,106.77872
B05530P,STIP,Jakarta Utara,-6.104402,106.95904
B03199P,RSPAD 1,Jakarta Pusat,-6.176162,106.83987
B02670P,Ps. Pulo Gadung 1,Jakarta Timur,-6.187336,106.90597
B02702P,Pecenongan 2,Jakarta Pusat,-6.167856,106.8275
B01733P,Jatipadang Raya,Jakarta Selatan,-6.293986,106.82335
B05974P,SDN Pademangan Barat 07,Jakarta Utara,-6.13396,106.83798
B06633P,Sbr. Kel. Ps. Minggu,Jakarta Selatan,-6.285514,106.84058
B00059P,Apotik Emilia Rawamangun,Jakarta Timur,-6.202019,106.88477
B01770P,Jembatan Taman Kota,Jakarta Barat,-6.157634,106.75751
B02453P,MIN 20 Jakarta,Jakarta Utara,-6.122697,106.95723
B00733P,Halimun 1,Jakarta Selatan,-6.205233,106.8335
