halte_ID,halte_Name,halte_City,halteLat,halteLon
P00134,Matraman 1,Jakarta Timur,-6.19998,106.85443
B02871P,Plaza Senayan 1,Jakarta Pusat,-6.224748,106.798376
B01512P,Jln. Pondok Labu 1A,Jakarta Selatan,-6.301927,106.79248
B03012P,Puri Casablanca,Jakarta Selatan,-6.225081,106.8384
B04140P,Sbr. Ps. Deprok 1,Jakarta Timur,-6.217656,106.89506
B04044P,Sbr. Masjid At Taqwa Karang Tengah,Jakarta Utara,-6.151164,106.97219
B03311P,Santo Lukas,Jakarta Selatan,-6.244763,106.84319
B01123P,Jln. H. Mawar Sunter,Jakarta Utara,-6.157856,106.86771
B02071P,Komplek Wijaya Kusuma 2,Jakarta Timur,-6.229694,106.90495
B03369P,SDN Gunung Sahari 01,Jakarta Pusat,-6.166112,106.8417
B03078P,Rawa Bambu,Jakarta Selatan,-6.294753,106.84078
B05282P,SMAN 85,Jakarta Barat,-6.215171,106.75989
B01992P,Klinik Kartika Pengadegan,Jakarta Selatan,-6.251312,106.85522
B04922P,Simpang Kemang 1,Jakarta Selatan,-6.25803,106.81504
B02334P,Masjid Jami At Taqwa 1,Jakarta Timur,-6.229509,106.89568
