halte_ID,halte_Name,halte_City,halteLat,halteLon
B05177P,Simpang Tj. Duren Timur 5,Jakarta Barat,-6.180482,106.78375
B05858P,Villa Bukit Gading,Jakarta Utara,-6.157028,106.89966
P00053,Duren Tiga,Jakarta Selatan,-6.252377,106.82697
P00121,Kuningan Timur,Jakarta Selatan,-6.234731,106.82902
B00255P,Cililitan Besar 1,Jakarta Timur,-6.263567,106.86709
B04944P,Simpang KH Hasyim Cideng Barat,Jakarta Pusat,-6.166007,106.81033
B03166P,RS Pluit,Jakarta Utara,-6.125386,106.79987
B05276P,SMAN 65,Jakarta Barat,-6.200842,106.76904
B05569P,Syibi,Luar Jakarta,-6.350345,106.83272
B01115P,Jln. H. Kincan Rawa Buaya,Jakarta Barat,-6.164413,106.7355
B04320P,Sbr. SD Kartika X-2,Jakarta Selatan,-6.25399,106.75647
B00205P,Bukit Duri,Jakarta Timur,-6.21551,106.86293
B06716P,Jln. Klp. Hijau,Jakarta Timur,-6.249153,106.939132
B00376P,Formindo Prima Agung,Jakarta Barat,-6.120335,106.70853
B04558P,Sbr. TK Rahmania Ragunan,Jakarta Selatan,-6.316147,106.81651
B03636P,Sbr. Jln. Angkasa 1,Jakarta Timur,-6.19059,106.96803
B04227P,Sbr. Ponpes Alhikmah Rorotan,Jakarta Utara,-6.131475,106.95542
B05344P,SMPN 127,Jakarta Barat,-6.198939,106.7783
B04963P,Simpang Labu Cemara,Jakarta Utara,-6.116082,106.91503
B04699P,Simpang Al Barkah Dr Saharjo,Jakarta Selatan,-6.220395,106.84653
B04916P,Simpang Kelapa Cengkir Raya,Jakarta Utara,-6.167577,106.90478
