halte_ID,halte_Name,halte_City,halteLat,halteLon
P00010,Bank Indonesia Arah Utara,Jakarta Pusat,-6.182776,106.8228
P00081,Indosiar,Jakarta Barat,-6.163376,106.77514
B01516P,Jln. Primanota,Jakarta Utara,-6.168008,106.91097
P00212,S Parman Podomoro City Arah Timur,Jakarta Barat,-6.175799,106.79308
B00378P,FX Sudirman,Jakarta Pusat,-6.225532,106.8037
B05743P,Tirta Mas,Jakarta Timur,-6.185798,106.8913
B05168P,Simpang Tanah Abang II Cideng,Jakarta Pusat,-6.175292,106.81209
B05505P,St. Tanah Abang 3,Jakarta Pusat,-6.183388,106.8122
P00244,Tanah Apit,Luar Jakarta,-6.182793,106.97608
B06656P,Pesakih 1,Jakarta Barat,-6.154564,106.71537
B03036P,Pusdiklatnas 2,Jakarta Utara,-6.104896,106.93944
B04912P,Simpang Kb. Baru 2,Jakarta Utara,-6.114919,106.92406
B00549P,Gg. Sadar Vb,Jakarta Timur,-6.292697,106.9014
B01692P,Jln. Tugu Indah,Jakarta Utara,-6.123127,106.92665
P00009,Bank Indonesia Arah Selatan,Jakarta Pusat,-6.184784,106.82326
B05541P,Sudin Pencatatan Sipil 1,Jakarta Timur,-6.203668,106.89009
B00022P,Akses Jembatan Ciliwung Balekambang,Jakarta Timur,-6.283554,106.84945
B05021P,Simpang Otista III Selatan,Jakarta Timur,-6.231874,106.86803
B03225P,Rukan Radin Inten II,Jakarta Timur,-6.235567,106.92282
B04924P,Simpang Kemang Selatan 1,Jakarta Selatan,-6.274242,106.82066
