halte_ID,halte_Name,halte_City,halteLat,halteLon
B03289P,Rusun Pondok Bambu,Jakarta Timur,-6.241583,106.91085
P00217,Senayan JCC Arah Barat,Jakarta Pusat,-6.213906,106.80841
B00856P,Jln. Anggrek Srengseng,Jakarta Barat,-6.19818,106.75616
B01834P,Karet Pedurenan 2,Jakarta Selatan,-6.221462,106.82109
P00123,Landmark Pluit Auto Plaza,Jakarta Utara,-6.125258,106.79971
B03683P,Sbr. Jln. Damai Kalisari,Jakarta Timur,-6.338486,106.85983
B02859P,Plaza Adorama,Jakarta Selatan,-6.258301,106.81519
B00249P,Cideng Timur,Jakarta Pusat,-6.166537,106.81073
P00077,Halimun,Jakarta Selatan,-6.205137,106.83338
B02371P,Masjid Nurul Jannah Marunda,Jakarta Utara,-6.119283,106.95712
B04673P,Senayan,Jakarta Selatan,-6.215918,106.794
B05512P,St. Tebet 3,Jakarta Selatan,-6.225604,106.85923
B05227P,Singapore International School,Jakarta Utara,-6.149554,106.915842
B00764P,Haris Hotel Kelapa Gading,Jakarta Utara,-6.157718,106.91053
B00944P,Jln. Bougenvil Indah,Luar Jakarta,-6.181045,106.98008
B03531P,Sbr. Gg. H. Emur Pondok Labu,Jakarta Selatan,-6.301816,106.79626
