halte_ID,halte_Name,halte_City,halteLat,halteLon
B02834P,Pintu 3 TMII,Jakarta Timur,-6.305153,106.88853
B05624P,Taman Mataram,Jakarta Selatan,-6.232899,106.80053
B02767P,Pertigaan Cedang 1,Jakarta Timur,-6.301603,106.9125
B05252P,SMAK Penabur Enam 1,Jakarta Utara,-6.114247,106.77389
B03153P,RS Medistra,Jakarta Selatan,-6.240411,106.83412
B04139P,Sbr. Ps. Deprok,Jakarta Timur,-6.218408,106.89398
B03596P,Sbr. Goethe Institute,Jakarta Pusat,-6.189435,106.83131
B02596P,Ps. Cipinang Kebembem,Jakarta Timur,-6.211809,106.88692
B01938P,Kel. Pondok Pinang,Jakarta Selatan,-6.269664,106.77512
B00853P,Jln. Ampera VI Gunung Sahari,Jakarta Utara,-6.135162,106.83211
B02827P,PGC,Jakarta Timur,-6.261811,106.8643
B04194P,Sbr. Perum Sunter Hijau,Jakarta Utara,-6.156674,106.87902
B01278P,Jln. Kesadaran Pool Bus 2,Jakarta Utara,-6.182447,106.91465
B01847P,Kav Polri Blok H Jagakarsa,Jakarta Selatan,-6.312293,106.81629
B03714P,Sbr. Jln. H. Kasam,Jakarta Barat,-6.208234,106.73783
B05511P,St. Tebet 2,Jakarta Selatan,-6.225525,106.85813
B00281P,Condet Raya,Jakarta Timur,-6.280969,106.85517
B02631P,Ps. Keramik Panglima Polim,Jakarta Selatan,-6.252307,106.797286
B02918P,Pom Ad 1,Jakarta Selatan,-6.261949,106.84328
B01960P,Kemayoran Landas Pacu Timur 1,Jakarta Pusat,-6.152433,106.8539
B06663P,Jln. I Gusti Ngurah Rai 2,Jakarta Timur,-6.216375,106.92745
B01696P,Jln. Veteran 2,Jakarta Selatan,-6.253771,106.83574
