halte_ID,halte_Name,halte_City,halteLat,halteLon
B05023P,Simpang Pahlawan Revolusi 1,Jakarta Timur,-6.238658,106.899461
B03907P,Sbr. Kel. Balekambang,Jakarta Timur,-6.281594,106.84994
B03421P,SDN Rawamangun 05,Jakarta Timur,-6.188814,106.88032
B05815P,Tugu Tani 2,Jakarta Pusat,-6.183129,106.83496
B06160P,Pertamina Term. Priok,Jakarta Utara,-6.107837,106.90132
B06127P,Sbr. BPPK Jakarta,Jakarta Pusat,-6.190102,106.858644
B02656P,Ps. Palmerah 2,Jakarta Pusat,-6.207194,106.79624
B05377P,SMPN 245,Jakarta Selatan,-6.225869,106.73983
B00668P,Gracious,Jakarta Barat,-6.153865,106.80789
B03219P,RSUD Tj. Priok 2,Jakarta Utara,-6.115831,106.88872
B03828P,Sbr. Jln. Ruby Kembangan Utara,Jakarta Barat,-6.179903,106.73422
B04805P,Simpang Gading Pori Raya,Jakarta Timur,-6.209232,106.88153
B02040P,Komplek Interkota Indah,Jakarta Barat,-6.165844,106.72473
