halte_ID,halte_Name,halte_City,halteLat,halteLon
P00161,Pecenongan,Jakarta Pusat,-6.16771,106.82819
B00606P,Gelanggang Remaja Ciracas,Jakarta Timur,-6.33946,106.88226
B01437P,Jln. Palatehan,Jakarta Selatan,-6.240057,106.800758
B02435P,Metro Pondok Indah,Jakarta Selatan,-6.265966,106.78347
B00104P,Balai Pertamina,Jakarta Selatan,-6.229555,106.79052
B00522P,Gg. Musholla Ragunan,Jakarta Selatan,-6.308196,106.81588
B02904P,Polsek Ciputat 2,Luar Jakarta,-6.310464,106.7551
B04528P,Sbr. Taman Mahoni,Jakarta Timur,-6.340551,106.87445
B03393P,SDN Malakasari 13 15,Jakarta Timur,-6.217487,106.92954
B05563P,Supriyadi,Jakarta Timur,-6.308998,106.87046
B01146P,Jln. H. Tamin S,Jakarta Utara,-6.16011,106.87705
B02788P,Perum Kedoya Garden,Jakarta Barat,-6.1806,106.75004
B02881P,PLN Pusat Raya Tugu,Jakarta Utara,-6.128057,106.92596
P00266,Utan Kayu,Jakarta Timur,-6.192728,106.86457
B05391P,SMPN 8,Jakarta Pusat,-6.201167,106.84291
B03017P,Puri Margasatwa,Jakarta Selatan,-6.31161,106.80887
