halte_ID,halte_Name,halte_City,halteLat,halteLon
B06299P,Jln. Kayu Besar Dalam,Jakarta Barat,-6.122739,106.73129
B04417P,Sbr. SMA Islam As Syafiiyah 01,Jakarta Selatan,-6.220785,106.85332
B00620P,Gerbang Tol Meruya Selatan 1,Jakarta Barat,-6.20619,106.73882
B03177P,RS Siloam,Jakarta Selatan,-6.292071,106.78467
B02630P,Ps. Kemiri 2,Jakarta Barat,-6.164851,106.74934
B04550P,Sbr. Tip Top Rawamangun,Jakarta Timur,-6.201238,106.8859
B02329P,Masjid Jami Ar Ridho Jelambar,Jakarta Barat,-6.152844,106.78376
B04819P,Simpang Gunung Balong Karang Tengah,Jakarta Selatan,-6.303532,106.78163
B04863P,Simpang Jln. Kramat Jaya 1,Jakarta Utara,-6.108656,106.91734
B02548P,Pajak Dan Retribusi Cakung,Jakarta Timur,-6.205256,106.9312
B03235P,Ruko Cordoba 3,Jakarta Utara,-6.110884,106.741082
B02995P,PU Irigasi,Jakarta Pusat,-6.201479,106.81079
B02625P,Ps. Kebayoran Lama 1,Jakarta Selatan,-6.238477,106.7833
