halte_ID,halte_Name,halte_City,halteLat,halteLon
B05924P,Yayasan Muhammadiyah 1,Jakarta Pusat,-6.197045,106.81442
B03150P,RS Medika Permata Hijau 3,Jakarta Selatan,-6.218375,106.77849
B00390P,Gambir 3,Jakarta Pusat,-6.178796,106.83095
B00163P,BNI Syariah,Jakarta Selatan,-6.227256,106.83291
B06238P,Bogasari,Jakarta Utara,-6.108568,106.90968
B04388P,Sbr. Sekolah Islam PB Soedirman,Jakarta Timur,-6.314439,106.86316
B01984P,Klapa Village Pondok Kelapa,Jakarta Timur,-6.238159,106.94153
B04891P,Simpang Kalimalang,Jakarta Timur,-6.245523,106.90507
B02325P,Masjid Jami Al Wiqoyah,Jakarta Selatan,-6.326852,106.82337
B00421P,Gg. Beringin V RS Soekanto,Jakarta Timur,-6.22752,106.93304
B02368P,Masjid Nurul Iman Joglo,Jakarta Barat,-6.21731,106.76208
B06581P,Sbr. Gg. I Jln. Cipeucang V,Jakarta Utara,-6.11437,106.90139
B06875P,Jln. R. E. Martadinata,Jakarta Utara,-6.130036,106.83429
B03689P,Sbr. Jln. Depsos Raya,Jakarta Selatan,-6.263684,106.76637
B04314P,Sbr. Rumkitban Bintaro,Jakarta Selatan,-6.258342,106.75628
B05939P,Kolam Renang Halim,Jakarta Timur,-6.258146,106.88412
B06684P,Sbr. Ps. Bambu Kuning,Jakarta Utara,-6.131895,106.85525
B00085P,Aula Simfonia,Jakarta Utara,-6.152158,106.8436
