halte_ID,halte_Name,halte_City,halteLat,halteLon
B05833P,Univ. Moestopo Bintaro,Jakarta Selatan,-6.258469,106.76529
B02016P,Komplek Abadi 2,Jakarta Timur,-6.229722,106.90813
B01786P,JPO Blok E,Jakarta Pusat,-6.184738,106.81492
P00196,Pulo Mas Bypass,Jakarta Timur,-6.176953,106.876
B00444P,Gg. Gading II Pisangan Timur,Jakarta Timur,-6.205063,106.88175
B05378P,SMPN 252,Luar Jakarta,-6.239351,106.94234
P00055,Enggano,Jakarta Utara,-6.11015,106.89242
P00099,Kalideres,Jakarta Barat,-6.154412,106.7055
B05940P,PKP,Jakarta Timur,-6.340253,106.88548
B03934P,Sbr. Kel. Sukapura,Jakarta Utara,-6.147804,106.92437
B00318P,Dittopad 2,Jakarta Pusat,-6.174618,106.85009
B03094P,Rest Area Cibubur,Jakarta Timur,-6.339993,106.89078
B02612P,Ps. Hek 1,Jakarta Timur,-6.286298,106.87083
B03573P,Sbr. Gg. Warga Lubang Buaya,Jakarta Timur,-6.287672,106.90589
B01858P,Kebantenan,Jakarta Utara,-6.114554,106.9264
B04440P,Sbr. SMK Angkasa 2,Jakarta Timur,-6.252021,106.88972
