halte_ID,halte_Name,halte_City,halteLat,halteLon
P00056,Explorer Tanah Abang,Jakarta Pusat,-6.184305,106.81158
B02425P,Sbr. Kanisius,Jakarta Pusat,-6.185519,106.83586
B04823P,Simpang Hadiah 2,Jakarta Barat,-6.160749,106.78554
B04645P,Sekolah Pelita II Kb. Jeruk,Jakarta Barat,-6.164602,106.77199
B01209P,Jln. Kartika Meruya Selatan,Jakarta Barat,-6.203099,106.73673
B03192P,RSIA Bunda 2,Jakarta Pusat,-6.196015,106.83672
B05048P,Simpang Ps. Patra 2,Jakarta Barat,-6.182981,106.77982
B01989P,Klinik Firdausy,Jakarta Selatan,-6.217111,106.85528
B02116P,Lapangan Bola Meruya Ilir,Jakarta Barat,-6.197423,106.76661
B01891P,Kedongdong,Luar Jakarta,-6.383095,106.82952
B02001P,Klinik Andhika Rawa Buaya,Jakarta Barat,-6.169275,106.73411
B05398P,Soepomo,Jakarta Selatan,-6.224741,106.84751
B02681P,Ps. Serdang 1,Jakarta Utara,-6.156262,106.86474
B01484P,Jln. Petamburan IIb,Jakarta Barat,-6.189365,106.80175
