halte_ID,halte_Name,halte_City,halteLat,halteLon
P00114,Kemayoran Landas Pacu Timur,Jakarta Pusat,-6.152181,106.85424
B03206P,RSUD Boulevard Raya,Jakarta Barat,-6.13781,106.7304
B01639P,Jln. Taman Kb. Sirih,Jakarta Pusat,-6.182295,106.81661
B03033P,Pusdiklat Kemenag 2,Luar Jakarta,-6.312209,106.75252
B01074P,Jln. Gambas Kodam Bintaro,Jakarta Selatan,-6.259766,106.7573
B02027P,Komplek Depkeu Kemanggisan Utama,Jakarta Barat,-6.188926,106.78714
B05368P,SMPN 214,Jakarta Timur,-6.25378,106.89073
B04708P,Simpang Arteri Kebayoran Lama,Jakarta Selatan,-6.219148,106.77902
B06910P,Perpustakaan Riset BPK,Jakarta Pusat,-6.206333,106.8027
B00394P,Gg. Ahmad Squadron,Jakarta Timur,-6.268976,106.87751
B06786P,Gg. Rukun Lubang Buaya,Jakarta Timur,-6.290369,106.906529
B04590P,Sbr. Yayasan Adi Luhur Gedong,Jakarta Timur,-6.292934,106.85577
B04571P,Sbr. TPU Tegal Alur,Jakarta Barat,-6.105923,106.70355
B02733P,Pengadilan Negeri Jaksel 2,Jakarta Selatan,-6.280584,106.81982
