halte_ID,halte_Name,halte_City,halteLat,halteLon
B02232P,Masjid Al Barkah 2,Jakarta Timur,-6.184779,106.94595
B04469P,Sbr. SMPN 148,Jakarta Timur,-6.218411,106.89498
P00209,RS Tarakan,Jakarta Pusat,-6.171146,106.81011
B03558P,Sbr. Gg. Robaya,Jakarta Selatan,-6.333212,106.82825
B06660P,Kasi Dikdas 1,Jakarta Timur,-6.222363,106.92318
B06168P,Jln. Lingkar Islamic Centre,Jakarta Utara,-6.124086,106.91736
B05998P,St. Ancol Pintu 3,Jakarta Utara,-6.12877,106.84083
P00265,UNJ,Jakarta Timur,-6.192931,106.88033
B02849P,Pintu Keluar Ps. Induk,Jakarta Timur,-6.295914,106.87165
B01206P,Jln. Karet Pasar Baru Barat IV,Jakarta Pusat,-6.209179,106.81756
B00473P,Gg. H. Mujeni Cililitan,Jakarta Timur,-6.263903,106.86228
B05449P,St. Jayakarta 1,Jakarta Pusat,-6.14097,106.82305
B00762P,Harapan Indah Boulevard,Luar Jakarta,-6.186073,106.97502
B06871P,RS Mitra Kemayoran,Jakarta Utara,-6.151321,106.857094
B05653P,Taman Simpang Jatinegara,Jakarta Timur,-6.217541,106.87352
B00326P,Dukuh Atas 4,Jakarta Pusat,-6.204819,106.8221
B00769P,HKBP Rawamangun,Jakarta Timur,-6.196463,106.88597
B06882P,Simpang Jln. Agung Permai 1,Jakarta Utara,-6.144773,106.863349
B05936P,YPI Al Huda Kb. Jeruk,Jakarta Barat,-6.202423,106.76924
B00802P,Institut Teknologi Budi Utomo 1,Jakarta Timur,-6.221862,106.93932
B06764P,Jln. Duren Sawit Dermaga,Jakarta Timur,-6.221217,106.911695
B02161P,LPP RRI 1,Jakarta Selatan,-6.252131,106.7913
