halte_ID,halte_Name,halte_City,halteLat,halteLon
B02319P,Masjid Jami Al Makmur Klender,Jakarta Timur,-6.212322,106.90082
B00808P,Islamic,Luar Jakarta,-6.228521,106.61473
B05899P,Wolter Monginsidi,Jakarta Selatan,-6.238799,106.81376
B03969P,Sbr. Komplek DPR III,Jakarta Barat,-6.215021,106.73294
P00047,Departemen Kesehatan,Jakarta Selatan,-6.228794,106.833205
B01918P,Kel. Halim Perdana Kusuma,Jakarta Timur,-6.267932,106.87743
B01252P,Jln. Kelapa Nias IV,Jakarta Utara,-6.152909,106.90938
B00888P,Jln. Bambu Hubuny,Jakarta Timur,-6.308983,106.89799
B02999P,Pulo Gadung 4,Jakarta Timur,-6.184383,106.90798
B03940P,Sbr. Kel. Tebet Timur,Jakarta Selatan,-6.229283,106.85835
B03562P,Sbr. Gg. Sabar 2 Lingkar Timur,Jakarta Timur,-6.199863,106.94476
B02941P,Pool Hiba Utama 1,Jakarta Timur,-6.206384,106.90269
B04563P,Sbr. TPU Budi Darma,Jakarta Utara,-6.119884,106.92917
B05071P,Simpang Pertengahan Cijantung,Jakarta Timur,-6.326543,106.85613
B02949P,Port Medical Center,Jakarta Utara,-6.110114,106.88939
B05760P,TK Tunas Harapan,Jakarta Selatan,-6.23205,106.75149
B04255P,Sbr. Puskesmas Malaka Sari,Jakarta Timur,-6.230547,106.92954
B03778P,Sbr. Jln. Mangga KDW,Jakarta Timur,-6.332148,106.88178
