halte_ID,halte_Name,halte_City,halteLat,halteLon
B03717P,Sbr. Jln. H. Matasan,Jakarta Selatan,-6.317581,106.82484
B01591P,Jln. SMP 175,Jakarta Selatan,-6.319534,106.82512
B02328P,Masjid Jami Al-Baidlo,Jakarta Timur,-6.295729,106.89896
B02291P,Masjid Cut Meutia 1,Jakarta Pusat,-6.186763,106.834
B05463P,St. Lenteng Agung 1,Jakarta Selatan,-6.330883,106.83542
B04883P,Simpang Jembatan Lima,Jakarta Barat,-6.142897,106.80668
B01907P,Kel. Cibubur,Jakarta Timur,-6.349525,106.87666
B00924P,Jln. Belanak III Rawamangun,Jakarta Timur,-6.202063,106.89159
B05746P,Titan Center,Luar Jakarta,-6.281076,106.72608
B05887P,Wisma Budi,Jakarta Selatan,-6.214325,106.83073
B03780P,Sbr. Jln. Manunggal Bakti Kalisari,Jakarta Timur,-6.334943,106.85268
P00298,Dukuh Atas 2,Jakarta Selatan,-6.204494,106.823327
B01438P,Jln. Palatehan II,Jakarta Selatan,-6.241135,106.80129
B05482P,St. MRT Asean 1,Jakarta Selatan,-6.23844,106.79858
B01247P,Jln. Kelapa Gading III Cililitan Besar,Jakarta Timur,-6.263858,106.86859
B02717P,Pemadam Pondok Kelapa Raya,Jakarta Timur,-6.238668,106.93425
B03786P,Sbr. Jln. Masjid Al Munir,Jakarta Timur,-6.271471,106.87734
B04109P,Sbr. Multivision Tower,Jakarta Selatan,-6.212375,106.83303
B05200P,Simpang Tiga 1,Jakarta Timur,-6.210708,106.93903
B01324P,Jln. Lorong 19,Jakarta Utara,-6.107881,106.89701
B05054P,Simpang Patra Lontar Raya,Jakarta Barat,-6.182359,106.78119
B03463P,Sbr. BPK Penabur Kelapa Gading,Jakarta Utara,-6.147832,106.90903
