halte_ID,halte_Name,halte_City,halteLat,halteLon
B05433P,Pegangsaan Timur,Jakarta Pusat,-6.199263,106.84205
P00076,Gunung Sahari Mangga Dua,Jakarta Utara,-6.136817,106.83237
B04476P,Sbr. SMPN 195,Jakarta Timur,-6.230919,106.90988
B02065P,Komplek RSPP,Jakarta Selatan,-6.29621,106.79946
B02620P,Ps. Jongkok,Jakarta Utara,-6.108844,106.93442
B02463P,Minimarket Pondok Kopi,Jakarta Timur,-6.218369,106.93956
B04745P,Simpang Bungur Mahakam,Jakarta Timur,-6.31873,106.88377
B06852P,Sbr. Jln. H. Khayar,Jakarta Selatan,-6.341809,106.80462
B05751P,TK Angkasa 8,Jakarta Timur,-6.285191,106.90125
B03795P,Sbr. Jln. Mini II,Jakarta Timur,-6.308966,106.90774
B01987P,Klinik Darsa Medika Kamal,Jakarta Barat,-6.099616,106.69901
B02428P,Mesindo Tekninesia,Jakarta Utara,-6.153416,106.95539
B05672P,Tanah Merah,Jakarta Utara,-6.142042,106.90862
B05945P,Jln. Permata Meruya,Jakarta Barat,-6.192114,106.73714
