halte_ID,halte_Name,halte_City,halteLat,halteLon
B03675P,Sbr. Jln. Cikoko Timur I,Jakarta Selatan,-6.244364,106.85867
P00237,Sumur Bor,Jakarta Barat,-6.153046,106.71929
P00112,Kejaksaan Agung,Jakarta Selatan,-6.2405,106.79844
P00153,Pasar Induk Kramat Jati,Jakarta Timur,-6.294215,106.87203
B01316P,Jln. Lapangan Ros II Bukit Duri,Jakarta Selatan,-6.22434,106.85512
B05905P,Yado III,Jakarta Selatan,-6.255284,106.79037
B06411P,Sbr. MI Nurul Hakim,Jakarta Selatan,-6.226067,106.75777
B03024P,Pusat Pengelolaan Komplek Kemayoran,Jakarta Utara,-6.151371,106.84188
B00731P,H. Samali,Jakarta Selatan,-6.265888,106.84407
B04363P,Sbr. SDN Pondok Kelapa 05,Jakarta Timur,-6.240433,106.94276
B00004P,ACC Simatupang,Jakarta Selatan,-6.304475,106.84858
B03458P,Sbr. Bercabuana Sakti,Jakarta Selatan,-6.269784,106.76547
B05170P,Simpang Tanah Tinggi Timur,Jakarta Pusat,-6.174437,106.85231
B02289P,Masjid Baiturrahman Duren Sawit,Jakarta Timur,-6.22628,106.91579
B03441P,Sbr. Akper Fatmawati Pondok Labu,Jakarta Selatan,-6.313126,106.79938
B02439P,MI Arruhaniyah Rorotan,Jakarta Utara,-6.135438,106.96744
B05331P,SMP Islam Al Azhar 19,Jakarta Timur,-6.36591,106.88823
B03771P,Sbr. Jln. Madrasah Sukabumi Utara,Jakarta Barat,-6.203242,106.77145
B05737P,The Mansion Bougenvile,Jakarta Utara,-6.14795,106.85518
