halte_ID,halte_Name,halte_City,halteLat,halteLon
B06877P,Simpang Jln. Cemara,Jakarta Utara,-6.12663,106.85721
B02777P,Pertigaan Jengki Raya,Jakarta Timur,-6.255038,106.87911
B01638P,Jln. Taman Jatibaru Timur,Jakarta Pusat,-6.182778,106.8129
B03305P,Sahid Sudirman Center,Jakarta Pusat,-6.211191,106.81794
B02972P,Pospol Jati Bunder,Jakarta Pusat,-6.189707,106.81317
B02527P,Nabawi Islamic School,Jakarta Timur,-6.205542,106.89008
B00866P,Jln. Arus Jati,Jakarta Timur,-6.208011,106.90193
B02556P,Palem Semi 1,Luar Jakarta,-6.218812,106.61807
B00118P,Batalyon Kavaleri 2,Luar Jakarta,-6.252704,106.65081
B02096P,Kramat Pela,Jakarta Selatan,-6.249958,106.79544
B01862P,Kb. Jeruk 1,Jakarta Barat,-6.194741,106.76878
B00674P,Graha Kirana,Jakarta Utara,-6.150359,106.88755
P00166,Pemuda Pramuka,Jakarta Timur,-6.192795,106.87498
B05839P,Univ. Tarumanegara,Jakarta Barat,-6.169759,106.78866
B03535P,Sbr. Gg. H. Saibun Jati Padang,Jakarta Selatan,-6.289734,106.82889
B05707P,Term. Kampung Melayu 2,Jakarta Timur,-6.224516,106.86685
B01927P,Kel. Lagoa,Jakarta Utara,-6.113902,106.91097
B03273P,Rusun Jati Rawasari,Jakarta Pusat,-6.183517,106.86389
B01185P,Jln. Kaja II KDW,Jakarta Timur,-6.330882,106.88203
B03392P,SDN Lubang Buaya 11,Jakarta Timur,-6.294,106.90051
B05791P,TPU Rawa Kuning,Jakarta Timur,-6.201735,106.96052
B01383P,Jln. Melati Senen,Jakarta Pusat,-6.176615,106.84444
