halte_ID,halte_Name,halte_City,halteLat,halteLon
B02017P,Komplek Al,Jakarta Selatan,-6.297741,106.84018
P00201,Rawa Buaya,Jakarta Barat,-6.153908,106.72619
B00962P,Jln. Bungur Besar VI,Jakarta Pusat,-6.171611,106.84386
B04721P,Simpang Belly 2,Jakarta Timur,-6.332179,106.86749
B00035P,Ampera 1,Jakarta Selatan,-6.292069,106.81774
B03221P,RSUD Tugu Koja,Jakarta Utara,-6.127292,106.90605
B04495P,Sbr. SMPN 44,Jakarta Timur,-6.207672,106.88173
B02076P,Konsil Kedokteran Indonesia,Jakarta Pusat,-6.194458,106.83649
B03039P,Puskesmas Batu Ampar,Jakarta Timur,-6.283558,106.85936
B03619P,Sbr. Hotel Mulia,Jakarta Selatan,-6.214132,106.79537
B05902P,WTC Matahari 1,Luar Jakarta,-6.266812,106.65449
B02052P,Komplek Mandiri Giant Express 1,Luar Jakarta,-6.297385,106.76499
B03382P,SDN Kelapa Dua Wetan 01,Jakarta Timur,-6.343207,106.8856
