halte_ID,halte_Name,halte_City,halteLat,halteLon
B00693P,Grand Pasar Minggu,Jakarta Selatan,-6.290648,106.84236
B00628P,Gereja HKBP Duren Sawit,Jakarta Timur,-6.223308,106.91369
B00967P,Jln. Bungur VIII Rambutan,Jakarta Timur,-6.316023,106.88494
B04728P,Simpang Blok A,Jakarta Pusat,-6.187214,106.81611
B06150P,Pulo Jaya,Jakarta Timur,-6.194979,106.92242
P00089,Jembatan Besi,Jakarta Barat,-6.152005,106.7949
B01515P,Jln. Pratama I Rorotan,Jakarta Utara,-6.141574,106.95616
B03009P,Puri Agung,Jakarta Barat,-6.150977,106.72798
B05183P,Simpang Tb Simatupang Tunda Bara,Jakarta Selatan,-6.292999,106.7987
B00137P,Bidara 2,Jakarta Utara,-6.106075,106.95942
B02003P,Kodam Bintaro,Jakarta Selatan,-6.25945,106.75871
B06569P,Gg. Souw Beng Kong,Jakarta Pusat,-6.140939,106.82675
B06030P,Kel. Jati Padang,Jakarta Selatan,-6.285899,106.83476
B05326P,SMKN 63,Jakarta Selatan,-6.351697,106.79855
B05244P,SMA Angkasa 2,Jakarta Timur,-6.276218,106.88766
B01444P,Jln. Pam Baru,Jakarta Pusat,-6.204796,106.80946
B04278P,Sbr. RS Dr Mintohardjo,Jakarta Pusat,-6.211163,106.81237
B02746P,Perlintasan Kereta Api Kebayoran,Jakarta Selatan,-6.240914,106.78098
B00501P,Gg. L Utan Panjang Timur,Jakarta Pusat,-6.166888,106.85256
B06828P,Jln. Raya Jagakarsa,Jakarta Selatan,-6.326915,106.82391
B04514P,Sbr. STIKES Bhakti Pertiwi Jagakarsa,Jakarta Selatan,-6.330353,106.82728
B03434P,SDN Tj. Duren Utara 06 07,Jakarta Barat,-6.184032,106.783329
