halte_ID,halte_Name,halte_City,halteLat,halteLon
B05423P,Viva Futsal,Jakarta Selatan,-6.218724,106.81944
B03183P,RS Tria Dipa,Jakarta Selatan,-6.250297,106.84261
P00155,Pasar Kebayoran Lama,Jakarta Selatan,-6.238413,106.78323
B00040P,Ampera Yos Sudarso,Jakarta Utara,-6.122624,106.89322
B00128P,Benteng Betawi,Luar Jakarta,-6.174158,106.65559
B05912P,Yayasan Al Kholidin,Jakarta Selatan,-6.246823,106.80566
B00645P,Giant Pondok Gede 1,Luar Jakarta,-6.278286,106.91327
B03091P,Raya Pulo Gebang Akses St. Cakung,Jakarta Timur,-6.216671,106.95301
B06387P,Jln. Panjang,Jakarta Selatan,-6.230456,106.77193
B00564P,Gg. Suzuki,Jakarta Timur,-6.184571,106.90797
B02318P,Masjid Jami Al Makmur 2,Jakarta Pusat,-6.18896,106.81516
B03868P,Sbr. Jln. Tebet Barat VI,Jakarta Selatan,-6.238694,106.84926
B02794P,Perum Rorotan Mas,Jakarta Timur,-6.157328,106.95909
B05142P,Simpang Semangka I,Jakarta Barat,-6.179887,106.8059
B02679P,Ps. Sayur Cipulir,Jakarta Selatan,-6.237807,106.7674
