halte_ID,halte_Name,halte_City,halteLat,halteLon
P00035,Cempaka Mas,Jakarta Utara,-6.165888,106.8792
B04625P,Sekolah Cita Buana,Jakarta Selatan,-6.316189,106.81425
B03019P,Puri Swadaya,Jakarta Timur,-6.23716,106.91961
B05846P,UNKRIS,Luar Jakarta,-6.263734,106.91095
P00238,Sunan Giri,Jakarta Timur,-6.193267,106.88367
B01142P,Jln. H. Selong Duri Kosambi,Jakarta Barat,-6.171865,106.72212
B02170P,Madya Kebantenan,Jakarta Utara,-6.114347,106.9265
B03291P,Rusun Rawa Bebek,Jakarta Timur,-6.196241,106.9658
B05841P,Univ. Tarumanegara Cilandak KKO,Jakarta Selatan,-6.293511,106.81635
P00211,S Parman Podomoro City Arah Barat,Jakarta Barat,-6.175587,106.79223
B01852P,Kayuringin 1,Luar Jakarta,-6.245825,106.99277
B05265P,SMAN 28,Jakarta Selatan,-6.286109,106.83318
B03575P,Sbr. Gg. Yasto Cipete,Jakarta Selatan,-6.260998,106.80568
P00260,Tomang Mandala,Jakarta Barat,-6.176875,106.80037
B01596P,Jln. Srengseng Dalam Lap Bola,Jakarta Barat,-6.203141,106.75978
B05292P,SMK Hatawana,Jakarta Timur,-6.229468,106.87871
B06835P,Gg. Sawo Jagakarsa,Jakarta Selatan,-6.340934,106.834082
B05407P,SPBU Industri Kemayoran,Jakarta Pusat,-6.14864,106.83832
B00283P,CPI Belakang 2,Jakarta Timur,-6.237257,106.89416
B01372P,Jln. Masjid Al Wustho,Jakarta Timur,-6.245281,106.90494
B00338P,Enggano 1,Jakarta Utara,-6.110213,106.89246
B05436P,St. Duren Kalibata,Jakarta Selatan,-6.254264,106.85531
B06886P,Simpang Jln. Sunter Karya,Jakarta Utara,-6.143679,106.8696
