halte_ID,halte_Name,halte_City,halteLat,halteLon
B02734P,Pengadilan Negeri Jakut,Jakarta Utara,-6.126807,106.85654
B00612P,Gelora Bung Karno 2,Jakarta Pusat,-6.224126,106.80558
B02377P,Masjid Raya Al Musyawarah Kelapa Gading 1,Jakarta Utara,-6.154881,106.91055
B06704P,SMAN 41,Jakarta Utara,-6.130692,106.85304
B01863P,Kb. Kangkung,Luar Jakarta,-6.179638,106.644
P00110,Kedoya Assiddiqiyah,Jakarta Barat,-6.174495,106.76585
P00272,Walikota Jakarta Utara Arah Utara,Jakarta Utara,-6.118842,106.89314
B03241P,Ruko Gading Kirana 3,Jakarta Utara,-6.147948,106.89971
B06604P,Simpang Jln. Pegangsaan Dua,Jakarta Utara,-6.18223,106.9185
B01112P,Jln. H. Jusin Susukan,Jakarta Timur,-6.314775,106.8681
B03931P,Sbr. Kel. Semper Timur,Jakarta Utara,-6.114022,106.92653
B05889P,Wisma Laena Tebet,Jakarta Selatan,-6.223586,106.85008
