halte_ID,halte_Name,halte_City,halteLat,halteLon
B02835P,Pintu Air Gempol 1,Jakarta Timur,-6.183327,106.95957
B03038P,Puskesmas Balekambang,Jakarta Timur,-6.284147,106.85164
B00596P,Gedung Granadi,Jakarta Selatan,-6.231311,106.83301
P00210,RSPAD,Jakarta Pusat,-6.175485,106.83674
P00242,Swadarma,Jakarta Selatan,-6.23755,106.76065
P00017,Blok M,Jakarta Selatan,-6.243312,106.80175
B02409P,Menara Bidakara,Jakarta Selatan,-6.242012,106.84064
B06077P,RS Dr. Sulianti Saroso,Jakarta Utara,-6.130291,106.86142
B00078P,Astek,Luar Jakarta,-6.291175,106.66598
B03618P,Sbr. HKBP Petukangan,Jakarta Selatan,-6.236565,106.75155
B04492P,Sbr. SMPN 27,Jakarta Timur,-6.225368,106.9147
B00265P,Cipinang Kb. Nanas 2,Jakarta Timur,-6.231453,106.87647
B01380P,Jln. Melati Bhakti,Jakarta Timur,-6.229557,106.9015
B05744P,Tirtayasa 1,Jakarta Selatan,-6.239279,106.80756
B02817P,Perumahan Walikota Jakbar 2,Jakarta Barat,-6.213297,106.72492
B03982P,Sbr. Komplek Sltp 200,Jakarta Timur,-6.15911,106.95813
B00583P,Garuda Taman Mini 2,Jakarta Timur,-6.290148,106.88162
B00726P,H. Alwi,Jakarta Selatan,-6.309595,106.8389
