halte_ID,halte_Name,halte_City,halteLat,halteLon
B02082P,Casablanca,Jakarta Selatan,-6.22425,106.84452
B01945P,Kel. Senen,Jakarta Pusat,-6.172453,106.84292
B06466P,Gg. Damai Tanah Merah,Jakarta Utara,-6.139737,106.90924
B03073P,Ramayana Cengkareng,Jakarta Barat,-6.153197,106.72803
B02567P,Pangkalan Jati 1,Jakarta Timur,-6.246775,106.90827
B02885P,PLTU Pluit,Jakarta Utara,-6.112358,106.78608
B01010P,Jln. Cipinang Tengah,Jakarta Timur,-6.239989,106.88723
B01765P,Jembatan Sapi Cilincing Bakti,Jakarta Utara,-6.106641,106.93905
B01388P,Jln. Menteng Atas Raya,Jakarta Selatan,-6.214616,106.83799
B04522P,Sbr. Taman Buni,Jakarta Selatan,-6.331421,106.80803
B00042P,Andara Margasatwa 1,Jakarta Selatan,-6.313471,106.80369
B03378P,SDN Kalisari 01,Jakarta Timur,-6.336326,106.85466
B00794P,Imigrasi Kelas I Jaksel,Jakarta Selatan,-6.273244,106.77478
B03904P,Sbr. Kec. Palmerah,Jakarta Barat,-6.199216,106.78775
B06456P,Jln. Tanah Tinggi IV,Jakarta Pusat,-6.178099,106.847887
B00374P,Flyover Tj. Barat,Jakarta Selatan,-6.303059,106.83998
B01282P,Jln. KH A Wahab I,Jakarta Barat,-6.154911,106.72709
B03141P,RS Harum,Jakarta Timur,-6.24778,106.90951
