halte_ID,halte_Name,halte_City,halteLat,halteLon
B03278P,Rusun Karang Anyar,Jakarta Pusat,-6.153256,106.82748
B01787P,JPO Blok G,Jakarta Pusat,-6.188861,106.81135
B00227P,Carrefour Buaran,Jakarta Timur,-6.218653,106.9237
B02644P,Ps. Mede,Jakarta Selatan,-6.286739,106.79553
B05290P,SMK Bina Darma DKI,Jakarta Timur,-6.220551,106.92073
B01377P,Jln. Mastrip,Jakarta Timur,-6.306793,106.87756
B03654P,Sbr. Jln. Bhakti VII Palmerah,Jakarta Barat,-6.193182,106.78365
P00173,Permata Hijau RS Medika,Jakarta Barat,-6.218401,106.77761
B03787P,Sbr. Jln. Melati PKP,Jakarta Timur,-6.340019,106.87845
B02663P,Ps. Pisang Rawa Buaya,Jakarta Barat,-6.156887,106.72783
