halte_ID,halte_Name,halte_City,halteLat,halteLon
P00239,Sunter Boulevard Barat,Jakarta Utara,-6.14965,106.889
B04964P,Simpang Lagoa Ciampea,Jakarta Utara,-6.108978,106.9077
B05947P,Kantor PJU,Jakarta Barat,-6.196096,106.72987
B04486P,Sbr. SMPN 232,Jakarta Timur,-6.202926,106.88278
B03779P,Sbr. Jln. Mantang,Jakarta Utara,-6.112096,106.90844
B03854P,Sbr. Jln. Sungai Barito Sembar,Jakarta Utara,-6.129451,106.91868
B04046P,Sbr. Masjid At Tin,Jakarta Timur,-6.298697,106.88317
B06762P,Sbr. Jln. Delima Raya 2,Jakarta Timur,-6.222174,106.926465
B03345P,SDN Cibubur 03/04/06/07,Jakarta Timur,-6.344819,106.87381
B01441P,Jln. Palmerah Barat IV,Jakarta Barat,-6.206862,106.78637
B02822P,Pesona Khayangan,Luar Jakarta,-6.382532,106.83001
B04872P,Simpang Jln. Pisangan Lama,Jakarta Timur,-6.211274,106.87876
B00046P,Aneka Apotek,Jakarta Utara,-6.151647,106.87959
B02713P,Pemadam Jagakarsa,Jakarta Selatan,-6.315585,106.81166
B02248P,Masjid Al Jihad Ulujami,Jakarta Selatan,-6.254771,106.76348
B03096P,Rest Area Km 13 Merak Jakarta,Luar Jakarta,-6.214273,106.67784
B06774P,Jln. Malaka Raya 3,Jakarta Timur,-6.225994,106.930991
B05583P,Taman Buni,Jakarta Selatan,-6.331063,106.80825
