halte_ID,halte_Name,halte_City,halteLat,halteLon
P00018,BNN Arah Barat,Jakarta Timur,-6.24651,106.87318
B06049P,Melody Golf,Luar Jakarta,-6.091746,106.7461
B02308P,Masjid Jami Al Barkah 2,Jakarta Timur,-6.229538,106.91204
B02510P,Mushola Al Jihad Perintis Kemerdekaan,Jakarta Utara,-6.173541,106.89171
B01619P,Jln. Swadaya I,Jakarta Timur,-6.297164,106.89478
B05419P,SPBU Yos Sudarso,Jakarta Utara,-6.145808,106.88999
B02070P,Komplek Wijaya Kusuma 1,Jakarta Timur,-6.229588,106.90531
B02477P,Monas 3,Jakarta Pusat,-6.178787,106.82304
B02770P,Pertigaan Ceger,Jakarta Timur,-6.306265,106.88809
B02955P,Pos Bungur Batu Ampar IV,Jakarta Timur,-6.277781,106.86072
B03169P,RS Pusat Pertamina 1,Jakarta Selatan,-6.241352,106.79315
B05438P,St. Duren Kalibata 2,Jakarta Selatan,-6.256023,106.85547
B00321P,DPR MPR 1,Jakarta Pusat,-6.208517,106.80379
B05148P,Simpang Serdang Swadaya Raya 2,Jakarta Timur,-6.227633,106.91484
B06149P,Sbr. Gg. H. Sayuti I,Jakarta Timur,-6.212774,106.92351
B04705P,Simpang Anyelir,Jakarta Timur,-6.308233,106.86383
B06693P,Sbr. SMKN 23,Jakarta Utara,-6.137518,106.84278
B02002P,Kober Balekambang,Jakarta Timur,-6.282601,106.84932
