halte_ID,halte_Name,halte_City,halteLat,halteLon
B01567P,Jln. Sawo III,Jakarta Selatan,-6.216545,106.84427
B03334P,SDN 01 02 03,Jakarta Selatan,-6.219572,106.845492
B01153P,Jln. Ikan Hias Batu Ampar,Jakarta Timur,-6.27255,106.86272
B02775P,Pertigaan H. Sadjim 3,Jakarta Timur,-6.305788,106.91087
B03162P,RS Pelabuhan Jakarta,Jakarta Utara,-6.124553,106.9168
B03466P,Sbr. Bumi Gotong Royong,Jakarta Timur,-6.326549,106.8534
B02423P,Menteng 2,Jakarta Pusat,-6.198706,106.82843
B06290P,Jati Padang 1,Jakarta Selatan,-6.285553,106.8261
B02492P,Muara Karang Raya,Jakarta Utara,-6.116812,106.78016
B04564P,Sbr. TPU Grogol Selatan,Jakarta Selatan,-6.231588,106.78016
B04435P,Sbr. SMAN 85,Jakarta Barat,-6.215296,106.75997
B06866P,Jln. Penggilingan Baru I,Jakarta Timur,-6.302868,106.881033
