halte_ID,halte_Name,halte_City,halteLat,halteLon
B01762P,Jembatan Pintu Satu,Jakarta Timur,-6.300382,106.88363
B02965P,Pos Polisi Satrio,Jakarta Selatan,-6.225044,106.82827
B02066P,Komplek Ruko Interkota,Jakarta Barat,-6.166979,106.72717
B00829P,Jakarta Islamic Centre 2,Jakarta Utara,-6.122114,106.91694
B06311P,Rusun Nagrak,Jakarta Utara,-6.12462,106.94823
B04231P,Sbr. Port Medical Center,Jakarta Utara,-6.109966,106.88934
B05469P,St. LRT Boulevard Utara 1,Jakarta Utara,-6.159158,106.90631
B03167P,RS Polri Jaktim,Jakarta Timur,-6.27067,106.86732
B02207P,Mandara Permai 5,Jakarta Utara,-6.116188,106.76214
B06730P,Jln. Abdul Majid Raya,Jakarta Selatan,-6.266064,106.808371
B03661P,Sbr. Jln. Bumi Pratama III,Jakarta Timur,-6.296413,106.8784
B01816P,Kantor Pos Cikini,Jakarta Pusat,-6.187423,106.83654
B04380P,Sbr. Sekolah Bethel,Jakarta Barat,-6.196189,106.80484
B05720P,Term. Poris Plawad,Luar Jakarta,-6.172859,106.66501
B03259P,Ruko Taman Cemara,Luar Jakarta,-6.181009,106.97795
B06165P,Jln. Cilincing Raya 1,Jakarta Utara,-6.108981,106.90852
B02642P,Ps. Malaka Rorotan,Jakarta Utara,-6.13998,106.95493
