halte_ID,halte_Name,halte_City,halteLat,halteLon
B05560P,Superindo Bulak Kapal 2,Luar Jakarta,-6.249488,107.02384
P00071,Gelora Bung Karno,Jakarta Selatan,-6.224217,106.8058
P00187,Pos Pengumben,Jakarta Barat,-6.212935,106.77226
B03455P,Sbr. Balai Rakyat,Jakarta Timur,-6.224423,106.89902
B00938P,Jln. Bina Harapan,Jakarta Selatan,-6.254258,106.84271
B00664P,GOR Sumantri 2,Jakarta Selatan,-6.221038,106.83189
B02709P,Pelabuhan Kali Adem,Luar Jakarta,-6.104615,106.77094
B06453P,Jln. Pulo Gundul 2,Jakarta Pusat,-6.183229,106.851486
B04979P,Simpang Mahoni Cempaka,Jakarta Utara,-6.115972,106.91335
B05238P,SLB Pangudi Luhur,Jakarta Barat,-6.187212,106.75526
B02672P,Ps. Pulo Gadung 3,Jakarta Timur,-6.186328,106.90568
B03307P,Sampoerna Strategic,Jakarta Selatan,-6.217152,106.81892
B05492P,St. MRT Lebak Bulus,Jakarta Selatan,-6.289421,106.77436
B02893P,PMI,Jakarta Selatan,-6.241288,106.8351
B05321P,SMKN 50,Jakarta Timur,-6.228003,106.89039
B01575P,Jln. Sepakat,Jakarta Timur,-6.297483,106.89612
B00836P,Jln. Adam Sukabumi Utara,Jakarta Barat,-6.208434,106.78322
B05779P,TPU Basmol,Jakarta Barat,-6.160331,106.75275
B04087P,Sbr. Mess Perwira Cendrawasih,Jakarta Timur,-6.252205,106.88416
B03593P,Sbr. Gereja Santa Maria Imakulata,Jakarta Barat,-6.127641,106.70447
B05143P,Simpang Semangka II,Jakarta Barat,-6.179984,106.80591
