halte_ID,halte_Name,halte_City,halteLat,halteLon
B01067P,Jln. Gading Mas Barat IV,Jakarta Utara,-6.167384,106.91019
B03286P,Rusun Pesakih,Jakarta Barat,-6.161468,106.71698
B06690P,Sbr. SDN Pademangan 03,Jakarta Utara,-6.131746,106.84567
B01983P,Klapa Village H. Naman,Jakarta Timur,-6.238446,106.94173
B03165P,RS PIK 2,Jakarta Utara,-6.112549,106.75264
B00987P,Jln. Cempedak Pesanggrahan,Jakarta Selatan,-6.259823,106.75676
B04431P,Sbr. SMAN 75,Jakarta Utara,-6.13518,106.9216
B01313P,Jln. Langgar,Jakarta Barat,-6.218336,106.75392
B02707P,Pedati Prumpung 1,Jakarta Timur,-6.219904,106.87421
B05327P,SMKN 7,Jakarta Timur,-6.197969,106.89201
B05675P,Tanah Pasir Gedong Panjang,Jakarta Utara,-6.129596,106.80506
B01347P,Jln. Mandiri Tengah,Jakarta Utara,-6.1591,106.90961
B06291P,Jati Padang 2,Jakarta Selatan,-6.285637,106.82632
B02970P,Pospol Bendungan Hilir,Jakarta Pusat,-6.213858,106.8131
B05988P,Kel. Ancol,Jakarta Utara,-6.12447,106.81738
B05968P,Budi Mulia 2,Jakarta Utara,-6.13074,106.84195
B02778P,Pertigaan Manunggal Al-Baidho,Jakarta Timur,-6.297607,106.89681
B04493P,Sbr. SMPN 286,Jakarta Barat,-6.17244,106.80145
B03442P,Sbr. Akses Jembatan Ciliwung Balekambang,Jakarta Timur,-6.283464,106.84945
