halte_ID,halte_Name,halte_City,halteLat,halteLon
P00028,Cakung United Tractors,Jakarta Timur,-6.18324,106.92998
P00156,Pasar Kramat Jati,Jakarta Timur,-6.268822,106.86663
B00221P,Bundaran Senayan 1,Jakarta Selatan,-6.227445,106.80187
B02140P,Lintas Atas Kuningan Mampang,Jakarta Selatan,-6.237898,106.82676
B01994P,Klinik Otista,Jakarta Timur,-6.227394,106.86709
B06606P,Jln. H. Oyar,Jakarta Utara,-6.17692,106.91824
B02056P,Komplek Pemda 1,Luar Jakarta,-6.212493,106.61943
B00586P,Gatot Subroto LIPI 1,Jakarta Selatan,-6.226962,106.81723
B03249P,Ruko Molek,Jakarta Timur,-6.284483,106.90799
B06547P,Sbr. Jln. Manggarai Utara 5,Jakarta Selatan,-6.211332,106.85441
B02982P,Potlot,Jakarta Selatan,-6.254634,106.84265
P00182,Plumpang Pertamina Arah Utara,Jakarta Utara,-6.12848,106.8937
B04952P,Simpang Kota Bambu Utara I,Jakarta Barat,-6.186126,106.80866
B00388P,Galur 2,Jakarta Pusat,-6.174192,106.855
B02320P,Masjid Jami Al Mamur Bukit Duri,Jakarta Selatan,-6.225059,106.85606
B02805P,Perumahan Buddha Tzu Chi 2,Jakarta Utara,-6.107634,106.77184
B03361P,SDN Dukuh 05,Jakarta Timur,-6.298845,106.87932
B05830P,Univ. Indonesia,Luar Jakarta,-6.353357,106.83186
B03203P,RSU Dr Euis,Jakarta Timur,-6.245428,106.94255
B03053P,Puskesmas Kel. Kamal II,Jakarta Barat,-6.100938,106.69786
B05667P,Tanah Abang AURI,Jakarta Pusat,-6.186064,106.81536
B06717P,Jln. Inspeksi Kalimalang Lampiri,Jakarta Timur,-6.249943,106.938978
B01257P,Jln. Kemandoran III Grogol Utara,Jakarta Selatan,-6.206938,106.78618
B02399P,Megaria,Jakarta Pusat,-6.200045,106.84456
B05410P,SPBU M Kahfi 1,Jakarta Selatan,-6.350044,106.80175
B02471P,MNC Studios,Jakarta Barat,-6.190376,106.76625
