halte_ID,halte_Name,halte_City,halteLat,halteLon
P00170,Penjaringan,Jakarta Utara,-6.126306,106.79203
P00062,Gambir 1,Jakarta Pusat,-6.174612,106.8304
P00252,Tegal Parang Arah Timur,Jakarta Selatan,-6.239005,106.83106
B03773P,Sbr. Jln. Malaka HB,Jakarta Utara,-6.142374,106.95639
B04143P,Sbr. Ps. Gembrong Baru,Jakarta Pusat,-6.179851,106.8608
B03546P,Sbr. Gg. Masjid Al Istiqomah Tengah,Jakarta Timur,-6.292648,106.86459
B00479P,Gg. H. Sanusi I Ulujami,Jakarta Selatan,-6.241758,106.76298
B00420P,Gg. Beringin,Luar Jakarta,-6.384603,106.8292
P00132,Manggarai,Jakarta Selatan,-6.20888,106.84739
B05248P,SMA Kartika,Jakarta Selatan,-6.260596,106.75896
B04161P,Sbr. Ps. Mandiri Kelapa Gading,Jakarta Utara,-6.160953,106.90872
B06644P,Gerbang Tol Brigif,Luar Jakarta,-6.343523,106.79725
B03146P,RS Islam Pondok Kopi 2,Jakarta Timur,-6.220383,106.94075
B00206P,Bulak Rantai,Jakarta Timur,-6.284664,106.87123
B00536P,Gg. Puskesmas Kebagusan Raya,Jakarta Selatan,-6.296645,106.8273
B05914P,Yayasan Alkahfi Jakbar,Jakarta Barat,-6.198896,106.76889
B02910P,Polsek Koja,Jakarta Utara,-6.119814,106.91686
B05236P,Slamet Riyadi 2,Jakarta Timur,-6.207639,106.85911
B02273P,Masjid Assaadah Malaka Jaya,Jakarta Timur,-6.22578,106.93879
B03394P,SDN Marunda 01,Jakarta Utara,-6.124985,106.95892
B02262P,Masjid Amar Maruf 1,Luar Jakarta,-6.255234,107.02205
B05498P,St. Pesing,Jakarta Barat,-6.161726,106.77127
