halte_ID,halte_Name,halte_City,halteLat,halteLon
B02090P,KPP Pratama Pasar Rebo,Jakarta Timur,-6.301337,106.86865
B05514P,St. Universitas Pancasila,Jakarta Selatan,-6.339371,106.83396
B03882P,Sbr. Jembatan Item,Jakarta Utara,-6.130197,106.85511
B05723P,Term. Rawamangun,Jakarta Timur,-6.198002,106.89099
P00246,Tanah Merdeka Arah Barat,Jakarta Timur,-6.308216,106.87393
B01052P,Jln. Duri Tss Raya,Jakarta Barat,-6.156296,106.80807
B05916P,Yayasan At Taufiq Gg. R,Jakarta Utara,-6.109205,106.93104
B02470P,Mja Rawa Bambu,Jakarta Selatan,-6.292069,106.84179
B04078P,Sbr. Masjid Pasmar Marunda,Jakarta Utara,-6.115928,106.95189
B04722P,Simpang Benda Raya Prepedan,Jakarta Barat,-6.106666,106.70192
B06724P,SDN Rawa Terate,Jakarta Timur,-6.188059,106.923138
B01539P,Jln. Rawa Segaran,Jakarta Timur,-6.306765,106.8919
B03251P,Ruko Ps. Kebayoran Lama,Jakarta Selatan,-6.235822,106.78053
B02324P,Masjid Jami Al Muttaqin Balekambang,Jakarta Timur,-6.284041,106.8506
B00183P,BRI Jakarta Kota,Jakarta Barat,-6.135104,106.80752
P00180,Plaza St. Manggarai,Jakarta Selatan,-6.210225,106.85099
B06705P,Jln. Bisma Raya 1,Jakarta Utara,-6.132295,106.86841
B06664P,Pengadilan Negeri Jaktim 1,Jakarta Timur,-6.212253,106.9404
B04422P,Sbr. SMAN 21,Jakarta Timur,-6.184462,106.88737
